nbhid,category,Num of Abandoned Houses,Animals,City Facilities,Data Not Available,Legal,Lights/Signals/Signs,Maintenance,Neighborhood,Noise,Other,Parking,Parks and Recreation,Property Violations,Public Health,Public Safety,Street/Sidewalks,Traffic,Trash,Vehicles,Water,Frequency,City Services (dept),Finance (dept),Fire (dept),General Service (dept),Health (dept),Housing and Community Development (dept),KC Police Department (dept),Municipal Court (dept),National Communications System (dept),National Honor Society (dept),Other (dept),Parks and Recreation (dept),Public Works (dept),Water Services (dept),On time (0-day delay),1 day,2 days,7-day window,14-day window,30-day window,60-day window,90-day window,120-day window,180-day window,365-day window,365+ -day window,Total population,Median income,Median home value,Total population age 25+ years with a bachelor's degree or higher,White alone,Black or African American alone,Asian alone,Hispanic or Latino,Total Vacant,Total Renter Occupied,Number of Households,Total civilian labor force,Total employed,Total unemployed,Families considered in poverty calculation,Individuals considered in poverty calculation,Households considered in poverty calculation,Families with income below poverty,Individuals with income below poverty,Households with income below poverty,Total population 25 or older,No schooling completed,High school diploma,Bachelor's degree,Master's degree,Doctorate degree,NBH_NAME,EQUIVALENT_BLOCKGROUPS,Total Calls,Crime Frequency,Boundaries
4,Occupied,5,0.08929,0.026789999999999998,0.0,0.01786,0.08929,0.00893,0.0,0.0,0.04464,0.09821,0.01786,0.08036,0.0625,0.026789999999999998,0.15179,0.01786,0.035710000000000006,0.08036,0.15179,0.05691,0.026789999999999998,0.0,0.0,0.026789999999999998,0.0625,0.0,0.035710000000000006,0.01786,0.04464,0.15179,0.0,0.01786,0.46429,0.15179,0.26786,0.25893,0.04464,0.22321,0.08929,0.035710000000000006,0.026789999999999998,0.01786,0.00893,0.0,0.026789999999999998,0.0,1968.0,56325.0,191933.0,860.0,1226.0,479.0,105.0,90.0,101.0,948.0,1123.0,1313.0,1278.0,35.0,178.0,1595.0,1123.0,12.0,202.0,112.0,1535.0,3.0,5.0,482.0,242.0,58.0,CBD Downtown,"['290950157002', '290950159001', '290950157001']",112.0,0.3752393107849394,"[[-94.57231978141229, 39.10627878158096], [-94.57195889725695, 39.106257616039116], [-94.57173945810472, 39.1062579983843], [-94.5713492416827, 39.10626232890555], [-94.57108534009278, 39.106276657816025], [-94.57077511169352, 39.10630553890549], [-94.5705987929326, 39.10633032717781], [-94.57085976330748, 39.10609827105789], [-94.57095013830137, 39.10601137025109], [-94.57102248015501, 39.1059345570039], [-94.57118440406417, 39.10575403964307], [-94.57126873865928, 39.105653743355376], [-94.57147480248659, 39.10538893367893], [-94.57170060492247, 39.10506027443005], [-94.57187425277039, 39.10476857628754], [-94.57205741393749, 39.104407708306915], [-94.57217388671368, 39.1041371592917], [-94.57221606970793, 39.104138533467825], [-94.57227614714643, 39.10392581583139], [-94.57229178553536, 39.103814606073996], [-94.5723698740857, 39.103571729634496], [-94.57246284933419, 39.10320715530737], [-94.57251955036374, 39.10320865763397], [-94.57252384231973, 39.10289210541086], [-94.57255763293642, 39.102682534009396], [-94.57259934856638, 39.10236650759526], [-94.57262983136853, 39.101990165526665], [-94.57268027802118, 39.10077470316893], [-94.57269853828011, 39.10033557484669], [-94.57271839257822, 39.099870498795475], [-94.57275007901845, 39.099569799338816], [-94.57272685690425, 39.09956899012159], [-94.5727022957233, 39.0995681268211], [-94.57268700419354, 39.09932926196733], [-94.5726496412068, 39.099008811451625], [-94.5726190703585, 39.098817097173324], [-94.57258728146034, 39.098677306792496], [-94.57252120803241, 39.09846356902776], [-94.57246347534063, 39.09831108222571], [-94.57235593657529, 39.09807279625186], [-94.5722587198843, 39.097900729655166], [-94.57214591974675, 39.09771933729218], [-94.57205175213346, 39.09759935424163], [-94.57185297513733, 39.09755502429441], [-94.57190534118187, 39.09742130467893], [-94.57196883584191, 39.09731657258753], [-94.57204244993487, 39.09721861604615], [-94.5721154853983, 39.097137985078895], [-94.57217631501325, 39.097083884926356], [-94.57231227257441, 39.09696293568486], [-94.57254178721159, 39.09681394959305], [-94.57276870096194, 39.09670656178066], [-94.57293421074456, 39.096648359694086], [-94.57295031058435, 39.096642720969896], [-94.57317157176385, 39.096587421532256], [-94.57337808331488, 39.09655456319593], [-94.57350678811301, 39.096541108356575], [-94.57411674804705, 39.096436031572], [-94.57522692444931, 39.09624518195321], [-94.57621647114881, 39.09607504822043], [-94.57673540824867, 39.09600076657026], [-94.57758683506947, 39.09587145797618], [-94.5777971899829, 39.09583949532839], [-94.57812918871267, 39.095914038314845], [-94.57825938565412, 39.09594807985357], [-94.57840103152579, 39.09594787486691], [-94.57873313633799, 39.09595835924877], [-94.5788949130729, 39.09596843638235], [-94.57911071627002, 39.09598800417076], [-94.57930443157282, 39.09601165019775], [-94.57993383745588, 39.09603958331484], [-94.58110191508933, 39.096091601344135], [-94.58226590657345, 39.09614314836325], [-94.58338772390996, 39.09619556280501], [-94.58450554833053, 39.09626663999717], [-94.58468907409387, 39.096282733829696], [-94.58543071910532, 39.09634770479484], [-94.58576163835608, 39.096395154385895], [-94.58643677885033, 39.096472578339], [-94.58716975760497, 39.09648117577461], [-94.58778131676218, 39.09646072837377], [-94.58859268223543, 39.096400643183834], [-94.58858376118184, 39.09662077143106], [-94.58857111465618, 39.096933047641265], [-94.58853999659611, 39.09742224681928], [-94.58846358374616, 39.09878712436768], [-94.58842029028068, 39.100108956172605], [-94.58838085982188, 39.10101226049256], [-94.58831981660275, 39.10238945813881], [-94.58825029264906, 39.103745108256625], [-94.58820047741757, 39.10471703664212], [-94.58815805763112, 39.10557286734777], [-94.58815251449171, 39.10564936616983], [-94.58810285228382, 39.1064774021938], [-94.58800207496411, 39.106568717221535], [-94.58805667990161, 39.106853968053926], [-94.58784694707742, 39.10687029832341], [-94.58737659387145, 39.10685574960981], [-94.58699722539932, 39.10684496136299], [-94.58543573057943, 39.10680625112901], [-94.58533472659836, 39.106802945628786], [-94.58524987416745, 39.10679925070105], [-94.58354905082781, 39.10674778780752], [-94.58259117109263, 39.10671870715428], [-94.58143047776669, 39.10668344540131], [-94.58116436846339, 39.10667748064184], [-94.58082001584299, 39.10666874377957], [-94.58017284642736, 39.10665518536187], [-94.57798470120945, 39.10660842796216], [-94.57708223542647, 39.10658722743517], [-94.57692442172625, 39.10658162065547], [-94.57640890265696, 39.106564057829196], [-94.57595737625785, 39.10654224787167], [-94.57461796980621, 39.1064601132182], [-94.57448168546664, 39.106451551473626], [-94.57405411873894, 39.106424751443534], [-94.57360829651134, 39.106396780730286], [-94.57316927645233, 39.106369190726326], [-94.57231978141229, 39.10627878158096]]"
5,Occupied,1,0.055560000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055560000000000005,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.33333,0.0,0.38889,0.01149,0.055560000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38889,0.0,0.055560000000000005,0.055560000000000005,0.44443999999999995,0.11110999999999999,0.38889,0.055560000000000005,0.16667,0.0,0.0,0.11110999999999999,0.055560000000000005,0.055560000000000005,0.0,0.0,0.055560000000000005,1567.0,26766.0,116108.0,171.0,405.0,821.0,143.0,163.0,83.0,359.0,464.0,571.0,483.0,87.0,213.0,1194.0,464.0,115.0,689.0,180.0,964.0,49.0,0.0,108.0,40.0,7.0,Paseo West,"['290950154001', '290950154002', '290950159001']",18.0,0.9062870699881376,"[[-94.56368874393506, 39.105292460875276], [-94.563766146304, 39.10386224861037], [-94.56382585056859, 39.10301240026382], [-94.56390640265663, 39.10172001884263], [-94.56397294202284, 39.100482942809315], [-94.56401369596716, 39.09972491989705], [-94.56407058534029, 39.09927594207087], [-94.5641406835966, 39.09893900823942], [-94.56432481210456, 39.09833617444588], [-94.56436248810361, 39.098151341711805], [-94.56440623808571, 39.09794264561569], [-94.56443242922603, 39.09776064724428], [-94.5644945738896, 39.09658702526224], [-94.56450276081124, 39.096407096053554], [-94.56451115452631, 39.09622214212217], [-94.56452030863854, 39.09602101568282], [-94.56516622932305, 39.096081912678414], [-94.56860693147323, 39.09615357812389], [-94.5691195384597, 39.09615525226206], [-94.56956851788439, 39.09620056359348], [-94.56997609529037, 39.09628063095531], [-94.57031029310632, 39.09637595225406], [-94.57060253891277, 39.09648401052119], [-94.57093563572437, 39.096639184313034], [-94.57114823071868, 39.09676233827464], [-94.57122918195911, 39.09681198343908], [-94.57136769817598, 39.09692117924112], [-94.57139527453813, 39.09694293563109], [-94.57156240347481, 39.09708764053479], [-94.57170774742269, 39.09722263887505], [-94.57190534118187, 39.09742130467893], [-94.57185297513733, 39.09755502429441], [-94.57205175213346, 39.09759935424163], [-94.57214591974675, 39.09771933729218], [-94.5722587198843, 39.097900729655166], [-94.57235593657529, 39.09807279625186], [-94.57246347534063, 39.09831108222571], [-94.57252120803241, 39.09846356902776], [-94.57258728146034, 39.098677306792496], [-94.5726190703585, 39.098817097173324], [-94.5726496412068, 39.099008811451625], [-94.57268700419354, 39.09932926196733], [-94.5727022957233, 39.0995681268211], [-94.57272685690425, 39.09956899012159], [-94.57275007901845, 39.099569799338816], [-94.57271839257822, 39.099870498795475], [-94.57269853828011, 39.10033557484669], [-94.57268027802118, 39.10077470316893], [-94.57262983136853, 39.101990165526665], [-94.57259934856638, 39.10236650759526], [-94.57255763293642, 39.102682534009396], [-94.57252384231973, 39.10289210541086], [-94.57251955036374, 39.10320865763397], [-94.57246284933419, 39.10320715530737], [-94.5723698740857, 39.103571729634496], [-94.57229178553536, 39.103814606073996], [-94.57227614714643, 39.10392581583139], [-94.57221606970793, 39.104138533467825], [-94.57217388671368, 39.1041371592917], [-94.57205741393749, 39.104407708306915], [-94.57187425277039, 39.10476857628754], [-94.57170060492247, 39.10506027443005], [-94.57147480248659, 39.10538893367893], [-94.57126873865928, 39.105653743355376], [-94.57118440406417, 39.10575403964307], [-94.57102248015501, 39.1059345570039], [-94.57095013830137, 39.10601137025109], [-94.57085976330748, 39.10609827105789], [-94.5705987929326, 39.10633032717781], [-94.57037506154315, 39.106518241742044], [-94.57005539614885, 39.106769661626664], [-94.5698613574043, 39.1069121438134], [-94.56974595643217, 39.10699353992262], [-94.56915801779577, 39.10697760828822], [-94.56876429676424, 39.10696694082928], [-94.56843570261806, 39.10695804597784], [-94.56821043734931, 39.10695194529838], [-94.5666348342419, 39.106898510336826], [-94.56587847282621, 39.106867126911354], [-94.56559994421215, 39.10685748417767], [-94.56488855724459, 39.10682660671054], [-94.56390431696366, 39.106786541758744], [-94.56373989535844, 39.10621262003237], [-94.563691741745, 39.10596084007343], [-94.56367138038073, 39.105655861091456], [-94.56368874393506, 39.105292460875276]]"
6,Occupied,1,0.047619999999999996,0.0,0.0,0.0,0.2381,0.0,0.0,0.0,0.047619999999999996,0.0,0.0,0.047619999999999996,0.09523999999999999,0.09523999999999999,0.14286,0.0,0.047619999999999996,0.0,0.2381,0.024909999999999998,0.09523999999999999,0.0,0.0,0.0,0.09523999999999999,0.0,0.0,0.0,0.0,0.09523999999999999,0.0,0.0,0.47618999999999995,0.2381,0.14286,0.19047999999999998,0.14286,0.09523999999999999,0.047619999999999996,0.19047999999999998,0.14286,0.0,0.047619999999999996,0.0,0.0,0.0,843.0,55146.0,215766.0,388.0,560.0,157.0,35.0,49.0,51.0,352.0,442.0,550.0,548.0,2.0,95.0,755.0,442.0,7.0,132.0,57.0,676.0,17.0,9.0,213.0,97.0,12.0,Hospital Hill,"['290950158002', '290950158001', '290950043001']",21.0,0.8871989860583016,"[[-94.56999826213176, 39.09614182331412], [-94.57007195908884, 39.09573445677933], [-94.57009669539656, 39.09541533846022], [-94.5701007644821, 39.09532283390039], [-94.5701556897121, 39.094074969451064], [-94.57020344197649, 39.09298306397776], [-94.57027329487566, 39.0913694920145], [-94.57033668413179, 39.09002659330229], [-94.57040219393265, 39.0886927537354], [-94.57038859031354, 39.08865311421732], [-94.5704664667031, 39.08732198506559], [-94.5705091520867, 39.0864579734372], [-94.57052392981757, 39.08615571907142], [-94.57053211936491, 39.08599498148616], [-94.57056247003081, 39.08537583767816], [-94.57058301463982, 39.08495710761191], [-94.57065043624772, 39.08367724585587], [-94.57077783028289, 39.08134074831605], [-94.57204324633253, 39.08138679656289], [-94.57345886206618, 39.08143566528992], [-94.57484966043346, 39.081480736845144], [-94.57598673698854, 39.081529918082936], [-94.57715147062657, 39.08158036041098], [-94.57825972096522, 39.08161803410591], [-94.57829393540595, 39.08197571974631], [-94.5785594424699, 39.08269785000607], [-94.57892716193079, 39.08367946050994], [-94.57900353543604, 39.08399217032741], [-94.5790486307209, 39.084372445251944], [-94.57905021844046, 39.08462710688551], [-94.57900475130666, 39.085429618037296], [-94.57895865313463, 39.085635413491666], [-94.57877216233047, 39.086253402001866], [-94.57876086491346, 39.08645653568508], [-94.5788303813639, 39.08658627969909], [-94.57888523327254, 39.08664749662779], [-94.57905247568466, 39.086744141428746], [-94.57921443495643, 39.086810204895514], [-94.57918088236293, 39.0873658978091], [-94.57917666398568, 39.08743728856738], [-94.57909366044393, 39.088889237185576], [-94.5790130371074, 39.09029862562433], [-94.57894775658151, 39.09163071221262], [-94.57886679874753, 39.09328287362701], [-94.5788134966222, 39.09436534114303], [-94.57875192527113, 39.09558586703076], [-94.57874599531789, 39.095703194127566], [-94.57874144495155, 39.09579372241168], [-94.57873313633799, 39.09595835924877], [-94.57840103152579, 39.09594787486691], [-94.57825938565412, 39.09594807985357], [-94.57812918871267, 39.095914038314845], [-94.5777971899829, 39.09583949532839], [-94.57758683506947, 39.09587145797618], [-94.57673540824867, 39.09600076657026], [-94.57621647114881, 39.09607504822043], [-94.57522692444931, 39.09624518195321], [-94.57411674804705, 39.096436031572], [-94.57350678811301, 39.096541108356575], [-94.57337808331488, 39.09655456319593], [-94.57317157176385, 39.096587421532256], [-94.57295031058435, 39.096642720969896], [-94.57293421074456, 39.096648359694086], [-94.57276870096194, 39.09670656178066], [-94.57254178721159, 39.09681394959305], [-94.57231227257441, 39.09696293568486], [-94.57217631501325, 39.097083884926356], [-94.5721154853983, 39.097137985078895], [-94.57204244993487, 39.09721861604615], [-94.57196883584191, 39.09731657258753], [-94.57190534118187, 39.09742130467893], [-94.57170774742269, 39.09722263887505], [-94.57156240347481, 39.09708764053479], [-94.57139527453813, 39.09694293563109], [-94.57136769817598, 39.09692117924112], [-94.57122918195911, 39.09681198343908], [-94.57114823071868, 39.09676233827464], [-94.57093563572437, 39.096639184313034], [-94.57060253891277, 39.09648401052119], [-94.57031029310632, 39.09637595225406], [-94.56997609529037, 39.09628063095531], [-94.56999826213176, 39.09614182331412]]"
7,Occupied,1,0.0,0.0,0.0,0.0,0.07143,0.035710000000000006,0.0,0.0,0.035710000000000006,0.07143,0.0,0.0,0.035710000000000006,0.07143,0.25,0.035710000000000006,0.035710000000000006,0.07143,0.28570999999999996,0.03549,0.035710000000000006,0.0,0.0,0.0,0.035710000000000006,0.0,0.035710000000000006,0.0,0.0,0.07143,0.0,0.07143,0.46429,0.28570999999999996,0.14286,0.17857,0.10714000000000001,0.35714,0.14286,0.0,0.035710000000000006,0.0,0.0,0.0,0.035710000000000006,0.0,789.0,70810.0,242650.0,476.0,634.0,69.0,2.0,51.0,35.0,357.0,458.0,601.0,597.0,3.0,93.0,706.0,458.0,3.0,70.0,24.0,683.0,3.0,2.0,263.0,113.0,18.0,Crossroads,"['290950158002', '290950158001']",28.0,0.3927492447129909,"[[-94.57873313633799, 39.09595835924877], [-94.57874144495155, 39.09579372241168], [-94.57874599531789, 39.095703194127566], [-94.57875192527113, 39.09558586703076], [-94.5788134966222, 39.09436534114303], [-94.57886679874753, 39.09328287362701], [-94.57894775658151, 39.09163071221262], [-94.5790130371074, 39.09029862562433], [-94.57909366044393, 39.088889237185576], [-94.58029866631509, 39.08892616677681], [-94.58029493023477, 39.08898698632718], [-94.58147822982207, 39.08901894897813], [-94.58265202073122, 39.08905337747928], [-94.58276117383456, 39.08905733621627], [-94.58374943574154, 39.089092708912595], [-94.58484900113244, 39.08913205590873], [-94.5848908473932, 39.08788987637197], [-94.58557558931703, 39.08758644408949], [-94.58618697868413, 39.08731551604814], [-94.5868986502825, 39.086974522503105], [-94.58771084742743, 39.08667746240947], [-94.58836806786084, 39.08633150365695], [-94.58916130728709, 39.086070198953315], [-94.5890707951286, 39.08701851681502], [-94.5890483236725, 39.08741545065968], [-94.58902589010586, 39.087728281735465], [-94.58892737432821, 39.08923837524667], [-94.58887761869275, 39.09013026723544], [-94.58882620815255, 39.09105205856387], [-94.58877411732155, 39.091984974846106], [-94.58873533908941, 39.09284874446457], [-94.58865727454321, 39.09477303485132], [-94.58862129040882, 39.09569442922917], [-94.58861377105006, 39.0958801003929], [-94.58860966889844, 39.09598084265862], [-94.5886020135868, 39.09617054778311], [-94.5885991077724, 39.09624182565794], [-94.58859268223543, 39.096400643183834], [-94.58778131676218, 39.09646072837377], [-94.58716975760497, 39.09648117577461], [-94.58643677885033, 39.096472578339], [-94.58576163835608, 39.096395154385895], [-94.58543071910532, 39.09634770479484], [-94.58468907409387, 39.096282733829696], [-94.58450554833053, 39.09626663999717], [-94.58338772390996, 39.09619556280501], [-94.58226590657345, 39.09614314836325], [-94.58110191508933, 39.096091601344135], [-94.57993383745588, 39.09603958331484], [-94.57930443157282, 39.09601165019775], [-94.57911071627002, 39.09598800417076], [-94.5788949130729, 39.09596843638235], [-94.57873313633799, 39.09595835924877]]"
9,Occupied,1,0.07272999999999999,0.0,0.0,0.0,0.03636,0.05454,0.0,0.0,0.05454,0.01818,0.03636,0.12727,0.0,0.10909,0.09091,0.01818,0.23636,0.01818,0.12727,0.05687999999999999,0.03636,0.0,0.0,0.0,0.0,0.0,0.01818,0.0,0.0,0.43636,0.0,0.12727,0.25455,0.12727,0.07272999999999999,0.36364,0.07272999999999999,0.18182,0.07272999999999999,0.09091,0.09091,0.0,0.01818,0.03636,0.0,0.0,967.0,53522.0,163050.0,327.0,425.0,143.0,1.0,374.0,79.0,251.0,504.0,587.0,533.0,53.0,222.0,967.0,504.0,61.0,219.0,92.0,720.0,6.0,19.0,175.0,99.0,11.0,Westside South,"['290950153001', '290950044001', '290950153002', '290950158001']",55.0,0.5981941309255079,"[[-94.58977185013445, 39.08568066411284], [-94.59069133777925, 39.08494850102718], [-94.59088947782354, 39.084761969365545], [-94.59113471457849, 39.08448992725088], [-94.59123468603687, 39.08437255322043], [-94.5914208355807, 39.083960359502306], [-94.59149877996865, 39.08370080551848], [-94.591523014755, 39.083425890319354], [-94.5916310268968, 39.08220018200982], [-94.5917402444535, 39.08033041789296], [-94.59163965446086, 39.08032542661063], [-94.59169271526503, 39.07893685199445], [-94.59166153759978, 39.07863592119426], [-94.59161017755592, 39.078336681099586], [-94.59152502490812, 39.07800174603565], [-94.5914347935039, 39.07777057459611], [-94.59126579916057, 39.07745909832203], [-94.59126166122161, 39.07741895953254], [-94.59021855190389, 39.07629013819043], [-94.59000139291176, 39.07599264308894], [-94.5898419836789, 39.07567355397057], [-94.589735406038, 39.07534854361263], [-94.58969625915375, 39.07506329842967], [-94.58973056906335, 39.07478579220269], [-94.5898045679909, 39.07458461314847], [-94.58990100859772, 39.07441436071536], [-94.59006211402664, 39.07418318623186], [-94.59012181770298, 39.074015542924116], [-94.59013102225839, 39.07394110003509], [-94.59010712438477, 39.07376023215229], [-94.59001695064879, 39.07359657602861], [-94.58994109670564, 39.07305658386461], [-94.58987785529341, 39.07271199299715], [-94.58987395044915, 39.07243822275161], [-94.58992494043679, 39.07120605262311], [-94.59115210098798, 39.07125292989935], [-94.59224150007226, 39.07129551019643], [-94.59380874700466, 39.07137218283935], [-94.59448211609174, 39.071405106962146], [-94.59460769476598, 39.07141124016793], [-94.59521705005272, 39.07143369823597], [-94.5962014664512, 39.07143351952677], [-94.59804376533732, 39.071500629859855], [-94.59999251715738, 39.07157121442914], [-94.60023451303947, 39.07157995764526], [-94.60130116250951, 39.07161846413856], [-94.60218263481235, 39.071650288786806], [-94.60394684824513, 39.07171286673372], [-94.60570214994557, 39.071775181242245], [-94.60643357180965, 39.07180309866414], [-94.60662352506918, 39.07184581289975], [-94.60677173608615, 39.0719100638442], [-94.60697748353944, 39.07205512255138], [-94.60727325952526, 39.07230828535408], [-94.60727244914933, 39.072405076419884], [-94.60727166370808, 39.07249895016041], [-94.60610008522764, 39.073337447404846], [-94.60535380276134, 39.0738656542613], [-94.60488331382733, 39.07419872150203], [-94.60465884836967, 39.07435762428587], [-94.60350196536746, 39.07517654410105], [-94.60335797761735, 39.07528142002148], [-94.6029719321766, 39.07556264599318], [-94.60282415638669, 39.07570409722895], [-94.6025541084573, 39.07601286859013], [-94.60253870477493, 39.07603018000313], [-94.60242662361341, 39.07615627836449], [-94.60143106965712, 39.07727634791041], [-94.60015596759752, 39.07870625343146], [-94.60006719273119, 39.07880566878198], [-94.59822046869822, 39.080868374596065], [-94.59691234574908, 39.08232844676949], [-94.59675786064494, 39.08253117954753], [-94.59625503043576, 39.083093112213724], [-94.59616841943887, 39.083183466538976], [-94.59761030689306, 39.08284685496726], [-94.5980439765899, 39.08275135068936], [-94.59859322824413, 39.082725876630505], [-94.5989281170571, 39.0827288603656], [-94.59925700794719, 39.08275051893733], [-94.59951764207943, 39.082783874292716], [-94.59983817571802, 39.08284535315102], [-94.60008884389157, 39.08291004637253], [-94.60037862873993, 39.08300402935684], [-94.60068797382749, 39.083128002833426], [-94.60109544702986, 39.083335968050605], [-94.60151719211905, 39.08361884470624], [-94.60184778088839, 39.0838868652133], [-94.60220659698588, 39.08420788158133], [-94.60267563966589, 39.084691918924506], [-94.60275516658758, 39.084773999888725], [-94.60297718605358, 39.08513840407068], [-94.60307920255897, 39.08537194459702], [-94.60314180302652, 39.085563153919715], [-94.60321494319317, 39.08595355357937], [-94.60319984536432, 39.086353394092136], [-94.60309371131561, 39.08626532163634], [-94.6029925481085, 39.086205612229506], [-94.60277403101426, 39.086169232464606], [-94.60185897775101, 39.08613634351302], [-94.60068472167866, 39.08609412106398], [-94.59952730794397, 39.086052471889396], [-94.59837070886294, 39.08601087002801], [-94.59724362973606, 39.085970300608935], [-94.59606990759453, 39.085928081575084], [-94.59542003085362, 39.0859128846892], [-94.5948711951251, 39.0858999610202], [-94.59468531110653, 39.08589563663827], [-94.59376710933101, 39.085874056176536], [-94.59257892988151, 39.08584614840892], [-94.59247246059819, 39.08584365194525], [-94.59239960200935, 39.08584189526013], [-94.59217658736806, 39.08583671996361], [-94.59207297183619, 39.085834275793], [-94.59202558561526, 39.08583316001124], [-94.59208320981335, 39.085796377203245], [-94.59220856363878, 39.08571635114173], [-94.59210781216984, 39.08572403632882], [-94.59151638531544, 39.08570898886644], [-94.59034652393514, 39.085679231815604], [-94.5903138878811, 39.08566915067478], [-94.59026881758875, 39.08568829785718], [-94.58977185013445, 39.08568066411284]]"
12,Occupied,1,0.052629999999999996,0.0,0.0,0.0,0.052629999999999996,0.02632,0.0,0.0,0.07895,0.0,0.0,0.13158,0.02632,0.10525999999999999,0.13158,0.02632,0.13158,0.07895,0.1579,0.03427,0.0,0.0,0.0,0.0,0.02632,0.0,0.02632,0.0,0.0,0.34210999999999997,0.0,0.052629999999999996,0.39474000000000004,0.15789,0.052629999999999996,0.18420999999999998,0.07895,0.31579,0.07895,0.07895,0.052629999999999996,0.0,0.10525999999999999,0.02632,0.0,0.02632,1109.0,38194.0,198850.0,396.0,595.0,209.0,69.0,166.0,95.0,447.0,547.0,556.0,546.0,10.0,135.0,1061.0,547.0,12.0,274.0,152.0,830.0,37.0,16.0,174.0,114.0,18.0,Longfellow,"['290950043002', '290950043001']",38.0,0.5222602739726028,"[[-94.57122732843648, 39.07230346664604], [-94.57131283456158, 39.07050182603718], [-94.57258558251058, 39.070547113572694], [-94.57392843179447, 39.07059860069677], [-94.57399969024983, 39.07060133094245], [-94.57540076733018, 39.070655182648785], [-94.57654541386181, 39.070699109414946], [-94.57771785407773, 39.07074437927361], [-94.57889822151509, 39.07079018112018], [-94.57879787110085, 39.072595161747344], [-94.57876104715733, 39.07327869766345], [-94.57870041175714, 39.07440441848573], [-94.57863918125088, 39.075540490726326], [-94.57857236082965, 39.076780847910555], [-94.57850674595787, 39.07799857947359], [-94.57842627705496, 39.07922895092021], [-94.57835892924874, 39.08011572654192], [-94.57833819682949, 39.08049172632531], [-94.57825972096522, 39.08161803410591], [-94.57715147062657, 39.08158036041098], [-94.57598673698854, 39.081529918082936], [-94.57484966043346, 39.081480736845144], [-94.57345886206618, 39.08143566528992], [-94.57204324633253, 39.08138679656289], [-94.57077783028289, 39.08134074831605], [-94.57087952836956, 39.07944885237838], [-94.57096978051425, 39.07772604018791], [-94.57104864964596, 39.07610773545619], [-94.57114116313141, 39.074119412106484], [-94.57122732843648, 39.07230346664604]]"
