lat,lng,nbhname,Type
39.0149179,-94.53728259999998,Swope Parkway-Elmwood,Property Damage (Crime)
38.914534,-94.4880475,Kirkside,Property Damage (Crime)
38.99260579999999,-94.5571867,East Meyer 7,Property Damage (Crime)
39.0535381,-94.5008234,Eastwood Hills West,Property Damage (Crime)
39.0407169,-94.59864509999998,West Plaza,Property Damage (Crime)
38.9545008,-94.5351723,Sechrest,Property Damage (Crime)
39.083595700000004,-94.5295533,East Community Team South,Property Damage (Crime)
39.0433867,-94.5635342,Ivanhoe Southeast,Property Damage (Crime)
39.0868374,-94.5234284,East Community Team North,Property Damage (Crime)
39.05728920000001,-94.4681688,Ashland Ridge,Property Damage (Crime)
39.2642938,-94.52922740000001,Shoal Creek,Property Damage (Crime)
39.0050411,-94.48653900000001,East Swope Highlands,Property Damage (Crime)
39.193253000000006,-94.500078,Maple Park,Property Damage (Crime)
39.0588669,-94.5487818,Oak Park Northwest,Property Damage (Crime)
39.0791718,-94.57610190000001,Longfellow,Property Damage (Crime)
39.0377095,-94.5578928,Blue Hills,Property Damage (Crime)
39.053749700000004,-94.5819905,Southmoreland,Property Damage (Crime)
39.0569633,-94.5491259,Oak Park Northwest,Property Damage (Crime)
39.0562773,-94.5270246,Knoches Park,Property Damage (Crime)
39.3012209,-94.4670417,Shoal Creek,Property Damage (Crime)
39.040716700000004,-94.59863940000001,West Plaza,Property Damage (Crime)
38.9805594,-94.5819893,Rolling Meadows,Property Damage (Crime)
39.036705299999994,-94.5883852,South Plaza,Property Damage (Crime)
39.017607299999995,-94.54755250000001,South Town Fork Creek,Property Damage (Crime)
39.229794,-94.595888,Barry Harbour,Property Damage (Crime)
39.048126700000005,-94.551673,Oak Park Southwest,Property Damage (Crime)
39.1076342,-94.47983609999999,North Blue Ridge,Property Damage (Crime)
39.097528999999994,-94.5514722,Independence Plaza,Property Damage (Crime)
39.0760656,-94.5132012,South Blue Valley,Property Damage (Crime)
39.100547399999996,-94.5661783,Paseo West,Property Damage (Crime)
38.9642989,-94.5922509,Boone Hills,Property Damage (Crime)
39.0852234,-94.5915584,Westside South,Property Damage (Crime)
38.956123600000005,-94.5442916,Hidden Valley,Property Damage (Crime)
39.106919299999994,-94.5422438,Scarritt Point,Property Damage (Crime)
39.1113217,-94.5447548,Scarritt Point,Property Damage (Crime)
38.875071999999996,-94.60130240000001,Martin City,Property Damage (Crime)
39.193453399999996,-94.5765119,Davidson,Property Damage (Crime)
39.0584789,-94.5883315,Hanover Place,Property Damage (Crime)
39.0171826,-94.5384318,Swope Parkway-Elmwood,Property Damage (Crime)
39.067407700000004,-94.5322352,Knoches Park,Property Damage (Crime)
39.10918849999999,-94.57910820000001,River Market,Property Damage (Crime)
39.07143370000001,-94.5961994,Westside South,Property Damage (Crime)
38.9489636,-94.51694559999999,Fairlane,Property Damage (Crime)
39.0860398,-94.56789640000001,Beacon Hills,Property Damage (Crime)
39.1030008,-94.5633664,Parkview,Property Damage (Crime)
39.159354,-94.5827495,Briarcliff And Claymont,Property Damage (Crime)
38.937130700000004,-94.5086213,Stratford Estates,Property Damage (Crime)
39.056240700000004,-94.5166198,Vineyard Estates,Property Damage (Crime)
38.993437,-94.5397396,Noble And Gregory Ridge,Property Damage (Crime)
39.2378909,-94.56676590000001,Ridgefield,Property Damage (Crime)
39.03783789999999,-94.5401247,Mount Cleveland,Property Damage (Crime)
38.98445039999999,-94.55422320000001,Marlborough East,Property Damage (Crime)
39.0419354,-94.5750371,Rockhill,Property Damage (Crime)
39.190443200000004,-94.5500791,Davidson,Property Damage (Crime)
39.0828903,-94.5870662,Crown Center,Property Damage (Crime)
39.110645299999995,-94.5709998,Columbus Park,Property Damage (Crime)
39.061988799999995,-94.5857843,Hanover Place,Property Damage (Crime)
39.104507500000004,-94.5829916,CBD Downtown,Property Damage (Crime)
39.1041951,-94.530404,Lykins,Property Damage (Crime)
39.046572,-94.5806199,Rockhill,Property Damage (Crime)
39.1161908,-94.5220002,North Indian Mound,Property Damage (Crime)
39.1186234,-94.5253655,North Indian Mound,Property Damage (Crime)
39.071391,-94.47029690000001,Western Blue Township,Property Damage (Crime)
39.0405008,-94.591755,Country Club Plaza,Property Damage (Crime)
39.1106444,-94.5761107,Columbus Park Industrial,Property Damage (Crime)
39.029801,-94.5457275,North Town Fork Creek,Property Damage (Crime)
39.065783,-94.552396,Oak Park Northwest,Property Damage (Crime)
39.053213,-94.54482,Oak Park Southeast,Property Damage (Crime)
38.945414899999996,-94.5213747,Fairlane,Property Damage (Crime)
39.091046999999996,-94.5057135,East Blue Valley,Property Damage (Crime)
38.917399200000006,-94.50056070000001,Ruskin Heights,Property Damage (Crime)
39.10079899999999,-94.590781,Quality Hill,Property Damage (Crime)
39.1178001,-94.5116511,North Indian Mound,Property Damage (Crime)
39.1731415,-94.4937369,Winnetonka,Property Damage (Crime)
39.1736739,-94.4668219,Minneville,Property Damage (Crime)
39.043645700000006,-94.598464,West Plaza,Property Damage (Crime)
39.228493900000004,-94.4776625,Shoal Creek,Property Damage (Crime)
39.069272,-94.5344786,Knoches Park,Property Damage (Crime)
39.0574731,-94.5579799,Ivanhoe Northeast,Property Damage (Crime)
39.2467946,-94.6549255,Coves North,Property Damage (Crime)
39.108944799999996,-94.5515907,Pendleton Heights,Property Damage (Crime)
38.9762868,-94.389949,Little Blue,Property Damage (Crime)
39.2461339,-94.6584835,The Coves,Property Damage (Crime)
38.9922201,-94.5657673,East Meyer 7,Property Damage (Crime)
39.0596267,-94.59993979999999,Roanoke,Property Damage (Crime)
39.189962,-94.51090009999999,Maple Park West,Property Damage (Crime)
39.1544072,-94.5363033,Cooley Highlands S,Property Damage (Crime)
39.2885868,-94.5529694,Shoal Creek,Property Damage (Crime)
39.105553,-94.5881572,CBD Downtown,Property Damage (Crime)
39.05717,-94.563743,Linwood Homeowners-Ivanhoe,Property Damage (Crime)
38.915679600000004,-94.51243620000001,Ruskin Heights,Property Damage (Crime)
38.994518,-94.559407,East Meyer 7,Property Damage (Crime)
39.0183691,-94.5285978,Swope Parkway-Elmwood,Property Damage (Crime)
39.1633999,-94.5420283,Chaumiere,Property Damage (Crime)
38.9897804,-94.5495376,Marlborough East,Property Damage (Crime)
39.0984583,-94.5912594,Quality Hill,Property Damage (Crime)
39.0619359,-94.5351076,Palestine East,Property Damage (Crime)
39.1083079,-94.50220920000001,Sheffield,Property Damage (Crime)
39.11022000000001,-94.5098193,South Indian Mound,Property Damage (Crime)
39.099999200000006,-94.5167546,Sheffield,Property Damage (Crime)
39.0641183,-94.5545147,Key Coalition,Property Damage (Crime)
39.0099977,-94.43784670000001,Little Blue,Property Damage (Crime)
39.0450687,-94.5821133,Southmoreland,Property Damage (Crime)
38.945130999999996,-94.41150090000001,Unity Ridge,Property Damage (Crime)
39.2603783,-94.5600168,Gashland,Property Damage (Crime)
38.9754654,-94.5984403,West Waldo,Property Damage (Crime)
39.05547070000001,-94.5281982,Knoches Park,Property Damage (Crime)
39.031423100000005,-94.49031640000001,Eastwood Hills East,Property Damage (Crime)
39.0619593,-94.4772632,Cunningham Ridge,Property Damage (Crime)
39.0675912,-94.528583,Knoches Park,Property Damage (Crime)
39.098442999999996,-94.5774575,CBD Downtown,Property Damage (Crime)
39.11336170000001,-94.5557532,Pendleton Heights,Property Damage (Crime)
38.9926293,-94.59998940000001,Ward Parkway,Property Damage (Crime)
39.24467569999999,-94.5427004,Ridgefield,Property Damage (Crime)
39.186262899999996,-94.5596001,Davidson,Property Damage (Crime)
39.276643299999996,-94.4648708,Shoal Creek,Property Damage (Crime)
39.057239700000004,-94.50854759999999,Leeds,Property Damage (Crime)
39.0993785,-94.5671235,Paseo West,Property Damage (Crime)
38.9974299,-94.585786,Tower Homes,Property Damage (Crime)
39.10259979999999,-94.5794415,CBD Downtown,Property Damage (Crime)
39.09266470000001,-94.5298517,East Community Team North,Property Damage (Crime)
39.057362899999994,-94.5599455,Ivanhoe Northeast,Property Damage (Crime)
39.1063137,-94.5856569,CBD Downtown,Property Damage (Crime)
38.953734000000004,-94.511463,Loma Vista,Property Damage (Crime)
39.027432,-94.574333,Western 49-63,Property Damage (Crime)
39.06639699999999,-94.5613747,Key Coalition,Property Damage (Crime)
39.0332731,-94.5408969,Mount Cleveland,Property Damage (Crime)
39.106583,-94.55230870000001,Pendleton Heights,Property Damage (Crime)
39.041849,-94.55664209999999,Ivanhoe Southeast,Property Damage (Crime)
39.1697394,-94.4737137,Minneville,Property Damage (Crime)
39.08333349999999,-94.5602989,Wendell Phillips,Property Damage (Crime)
39.056901,-94.565422,Linwood Homeowners-Ivanhoe,Property Damage (Crime)
39.0174089,-94.5526713,South Town Fork Creek,Property Damage (Crime)
39.0281573,-94.5504772,North Town Fork Creek,Property Damage (Crime)
39.1068611,-94.54044,Scarritt Point,Property Damage (Crime)
39.0919561,-94.5104937,West Blue Valley,Property Damage (Crime)
39.1038237,-94.4822362,North Blue Ridge,Property Damage (Crime)
39.090839,-94.5299177,East Community Team North,Property Damage (Crime)
39.0618576,-94.58225870000001,Hanover Place,Property Damage (Crime)
39.0665952,-94.5633734,Linwood Homeowners-Ivanhoe,Property Damage (Crime)
39.038681700000005,-94.58241590000002,Park Central-Research Park,Property Damage (Crime)
39.0907589,-94.5863386,Crossroads,Property Damage (Crime)
39.2271004,-94.4917866,Shoal Creek,Property Damage (Crime)
39.0954974,-94.5926972,Westside North,Property Damage (Crime)
39.0425646,-94.5997018,West Plaza,Property Damage (Crime)
39.078267700000005,-94.5329526,East Community Team South,Property Damage (Crime)
39.239118,-94.514229,Shoal Creek,Property Damage (Crime)
39.2026944,-94.5214553,Ravenwood-Somerset,Property Damage (Crime)
39.0353134,-94.54772120000001,North Town Fork Creek,Property Damage (Crime)
39.0252106,-94.5692521,Eastern 49-63,Property Damage (Crime)
39.0684104,-94.5632954,Linwood Homeowners-Ivanhoe,Property Damage (Crime)
39.09434829999999,-94.5412678,Lykins,Property Damage (Crime)
39.024489100000004,-94.5524698,North Town Fork Creek,Property Damage (Crime)
39.194552,-94.60069859999999,Lakeview Terrace,Property Damage (Crime)
39.1050383,-94.51437320000001,South Indian Mound,Property Damage (Crime)
39.1716969,-94.53671870000001,Chaumiere,Property Damage (Crime)
39.0830174,-94.5370434,East Community Team South,Property Damage (Crime)
39.0241283,-94.5379646,Swope Parkway-Elmwood,Property Damage (Crime)
39.12421320000001,-94.5548266,Northeast Industrial District,Property Damage (Crime)
39.0851598,-94.52211870000001,East Community Team North,Property Damage (Crime)
39.037615,-94.50401590000001,Eastwood Hills West,Property Damage (Crime)
38.966802,-94.5958395,Western Hills,Property Damage (Crime)
39.184864399999995,-94.5275762,Glenhaven,Property Damage (Crime)
39.0824253,-94.56119340000001,Wendell Phillips,Property Damage (Crime)
38.9195106,-94.5154961,Hickman Mills,Property Damage (Crime)
38.9103199,-94.5099401,Crossgates,Property Damage (Crime)
39.0706529,-94.5754181,North Hyde Park,Property Damage (Crime)
39.0942592,-94.5753353,Hospital Hill,Property Damage (Crime)
39.11234320000001,-94.53592410000002,Scarritt Point,Property Damage (Crime)
39.0835032,-94.5265802,East Community Team North,Property Damage (Crime)
38.890178999999996,-94.5787051,Mission Lake,Property Damage (Crime)
39.09685289999999,-94.54260550000001,Lykins,Property Damage (Crime)
39.0797093,-94.52692990000001,East Community Team South,Property Damage (Crime)
39.2498087,-94.5390266,Gashland,Property Damage (Crime)
39.05502320000001,-94.50219090000002,Eastwood Hills West,Property Damage (Crime)
39.0366151,-94.4943221,Eastwood Hills East,Property Damage (Crime)
38.936772999999995,-94.5867115,Bridlespur,Property Damage (Crime)
39.161562700000005,-94.5447443,Cooley Highlands S,Property Damage (Crime)
39.1017088,-94.5259507,Lykins,Property Damage (Crime)
39.10417,-94.48317500000002,North Blue Ridge,Property Damage (Crime)
39.2684471,-94.6513946,KCI & 2nd Creek,Property Damage (Crime)
38.9669721,-94.5031167,Oldham Farms,Property Damage (Crime)
39.0144064,-94.5791189,Western 49-63,Property Damage (Crime)
39.0724434,-94.5204322,South Blue Valley,Property Damage (Crime)
39.0494535,-94.592054,Plaza Westport,Property Damage (Crime)
39.0458745,-94.5428011,Oak Park Southeast,Property Damage (Crime)
38.9906056,-94.5955572,Ward Parkway,Property Damage (Crime)
39.19404,-94.598089,Lakeview Terrace,Property Damage (Crime)
39.0955654,-94.5054706,East Blue Valley,Property Damage (Crime)
39.1709094,-94.5368028,Chaumiere,Property Damage (Crime)
39.115876,-94.565997,Columbus Park Industrial,Property Damage (Crime)
38.882503,-94.588802,Martin City,Property Damage (Crime)
39.2709296,-94.44829940000001,Shoal Creek,Property Damage (Crime)
39.0146489,-94.4358527,Little Blue,Property Damage (Crime)
38.9761335,-94.5034186,Oldham Farms,Property Damage (Crime)
39.0800047,-94.5341812,East Community Team South,Property Damage (Crime)
39.1092827,-94.553574,Pendleton Heights,Property Damage (Crime)
39.0637073,-94.4871184,Western Blue Township,Property Damage (Crime)
39.1774183,-94.5177911,Winnwood Gardens,Property Damage (Crime)
39.0822605,-94.59279129999999,Westside South,Property Damage (Crime)
39.29914539999999,-94.5824245,Meadowbrook Heights,Property Damage (Crime)
38.9734394,-94.52084,Hillcrest,Property Damage (Crime)
39.030339,-94.451235,Stayton Meadows,Property Damage (Crime)
39.10079810000001,-94.5236338,Lykins,Property Damage (Crime)
39.000329799999996,-94.6036626,Romanelli West,Property Damage (Crime)
39.021494700000005,-94.56715200000001,Blue Hills,Property Damage (Crime)
38.9935074,-94.5410689,Noble And Gregory Ridge,Property Damage (Crime)
39.254045,-94.5992065,Outer Gashland-Nashua,Property Damage (Crime)
39.2812323,-94.5559533,Shoal Creek,Property Damage (Crime)
39.24705790000001,-94.6659301,Prairie Point-Wildberry,Property Damage (Crime)
38.988135,-94.48603790000001,Park Farms,Property Damage (Crime)
38.996670200000004,-94.5617294,East Meyer 7,Property Damage (Crime)
39.1102389,-94.5117365,South Indian Mound,Property Damage (Crime)
38.935868799999994,-94.5867677,Bridlespur,Property Damage (Crime)
38.9486152,-94.59110340000001,Willow Creek,Property Damage (Crime)
39.0622984,-94.5428464,Palestine West And Oak Park Northeast,Property Damage (Crime)
38.977971999999994,-94.575567,Marlborough Heights/Marlborough Pride,Property Damage (Crime)
39.10177589999999,-94.56113520000001,Parkview,Property Damage (Crime)
39.05696,-94.55025390000002,Oak Park Northwest,Property Damage (Crime)
38.9187936,-94.4893501,Ruskin Hills,Property Damage (Crime)
39.103548499999995,-94.556217,Parkview,Property Damage (Crime)
39.111986200000004,-94.5681915,Columbus Park,Property Damage (Crime)
38.9423855,-94.5260459,Fairlane,Property Damage (Crime)
39.0567036,-94.58949770000001,Hanover Place,Property Damage (Crime)
39.244191,-94.66207790000001,Platte Ridge,Property Damage (Crime)
38.9230186,-94.5176785,Hickman Mills,Property Damage (Crime)
39.244970200000004,-94.5271227,Shoal Creek,Property Damage (Crime)
38.9131073,-94.4914646,Kirkside,Property Damage (Crime)
39.2582211,-94.6532298,Coves North,Property Damage (Crime)
38.98146089999999,-94.5888006,Waldo Homes,Property Damage (Crime)
39.0526272,-94.5696765,Manheim Park,Property Damage (Crime)
39.098115899999996,-94.5302141,Lykins,Property Damage (Crime)
38.9346514,-94.44860030000001,Longview,Property Damage (Crime)
39.246495700000004,-94.591386,Barry Harbour,Property Damage (Crime)
39.07081530000001,-94.5884445,Broadway Gillham,Property Damage (Crime)
39.2576097,-94.5747522,Gashland,Property Damage (Crime)
39.024919399999995,-94.5867213,Countryside,Property Damage (Crime)
39.0544067,-94.6019688,Volker,Property Damage (Crime)
39.1992539,-94.5181937,Ravenwood-Somerset,Property Damage (Crime)
39.0449975,-94.5684271,Manheim Park,Property Damage (Crime)
39.0804181,-94.5952175,Westside South,Property Damage (Crime)
38.97462720000001,-94.59413990000002,Waldo Homes,Property Damage (Crime)
39.0467441,-94.5671707,Ivanhoe Southwest,Property Damage (Crime)
39.1125656,-94.5294489,South Indian Mound,Property Damage (Crime)
39.074722200000004,-94.5684614,Beacon Hills,Property Damage (Crime)
39.109618700000006,-94.5607729,Pendleton Heights,Property Damage (Crime)
39.0139618,-94.5417246,Swope Parkway-Elmwood,Property Damage (Crime)
39.097424,-94.50768570000001,East Blue Valley,Property Damage (Crime)
39.173587,-94.5962108,Briarcliff West,Property Damage (Crime)
39.0861076,-94.5995293,Westside North,Property Damage (Crime)
39.1020845,-94.5882022,CBD Downtown,Property Damage (Crime)
39.1168388,-94.5233881,North Indian Mound,Property Damage (Crime)
39.09255,-94.5342215,East Community Team North,Property Damage (Crime)
38.9724075,-94.5522353,Legacy East,Property Damage (Crime)
39.0935019,-94.54950140000001,18th And Vine And Downtown East,Property Damage (Crime)
39.1079184,-94.5388535,Scarritt Point,Property Damage (Crime)
39.0156329,-94.5445131,South Town Fork Creek,Property Damage (Crime)
39.06757169999999,-94.6040795,Volker,Property Damage (Crime)
39.060538,-94.6049475,Volker,Property Damage (Crime)
39.1131848,-94.5441802,Scarritt Point,Property Damage (Crime)
38.9570777,-94.4900963,Fairwood And Robandee,Property Damage (Crime)
39.1609217,-94.5829185,Briarcliff And Claymont,Property Damage (Crime)
39.09124179999999,-94.54020290000001,East Community Team North,Property Damage (Crime)
39.0565594,-94.5935223,Old Westport,Property Damage (Crime)
39.1089919,-94.51324140000001,South Indian Mound,Property Damage (Crime)
39.09535880000001,-94.56062920000001,18th And Vine And Downtown East,Property Damage (Crime)
39.2378479,-94.63184790000001,The Coves,Property Damage (Crime)
39.061166899999996,-94.56758,Squier Park,Property Damage (Crime)
39.043581200000006,-94.4748059,Riss Lake,Property Damage (Crime)
39.057494500000004,-94.5585881,Ivanhoe Northeast,Property Damage (Crime)
39.2046254,-94.5092557,Ravenwood-Somerset,Property Damage (Crime)
38.917761999999996,-94.5691158,Mission Lake,Property Damage (Crime)
39.2181813,-94.6002568,Clayton,Property Damage (Crime)
39.0500719,-94.5905462,Old Westport,Property Damage (Crime)
39.071752399999994,-94.55887259999999,Key Coalition,Property Damage (Crime)
39.2155192,-94.6013438,Line Creek And Northern Heights,Property Damage (Crime)
39.20734960000001,-94.6294423,Breen Hills,Property Damage (Crime)
39.0192296,-94.553467,North Town Fork Creek,Property Damage (Crime)
38.9816317,-94.5553851,Marlborough East,Property Damage (Crime)
38.9707278,-94.5813271,Santa Fe Hills,Property Damage (Crime)
38.9828626,-94.56805190000001,Marlborough Heights/Marlborough Pride,Property Damage (Crime)
38.9212342,-94.5519058,Calico Farms,Property Damage (Crime)
39.00277379999999,-94.5033381,Strupwood,Property Damage (Crime)
39.23954929999999,-94.5952249,Barry Harbour,Property Damage (Crime)
39.0604534,-94.5477843,Oak Park Northwest,Property Damage (Crime)
39.1090284,-94.5742802,Columbus Park,Property Damage (Crime)
38.926964399999996,-94.497758,Ruskin Heights,Property Damage (Crime)
39.03231029999999,-94.4727818,Stayton Meadows,Property Damage (Crime)
38.9226169,-94.5233455,Hickman Mills,Property Damage (Crime)
39.0736646,-94.5028481,Blue Valley Industrial,Property Damage (Crime)
39.0892525,-94.5926541,Westside North,Property Damage (Crime)
38.9611621,-94.5496899,Hidden Valley,Property Damage (Crime)
39.087528000000006,-94.5962427,Westside North,Property Damage (Crime)
38.972978399999995,-94.565055,Legacy East,Property Damage (Crime)
39.23987879999999,-94.59111740000002,Barry Harbour,Property Damage (Crime)
38.98789319999999,-94.5011645,Park Farms,Property Damage (Crime)
39.0936488,-94.5013804,Blue Valley Industrial,Property Damage (Crime)
39.03864859999999,-94.5385203,Vineyard,Property Damage (Crime)
39.2107816,-94.58787640000001,Tanglewood And Regency North,Property Damage (Crime)
39.0499354,-94.4531251,Ashland Ridge,Property Damage (Crime)
39.10731639999999,-94.527141,South Indian Mound,Property Damage (Crime)
38.956165000000006,-94.5420245,Hidden Valley,Property Damage (Crime)
39.111247999999996,-94.53623540000001,Scarritt Point,Property Damage (Crime)
39.246326700000004,-94.5758807,Jefferson Highlands,Property Damage (Crime)
39.051482,-94.582102,Southmoreland,Property Damage (Crime)
38.9562129,-94.5085603,Loma Vista,Property Damage (Crime)
39.0912328,-94.5645446,18th And Vine And Downtown East,Property Damage (Crime)
38.9634702,-94.5031972,Loma Vista,Property Damage (Crime)
39.0767997,-94.5797415,Union Hill,Property Damage (Crime)
39.1073565,-94.4829737,North Blue Ridge,Property Damage (Crime)
39.065546999999995,-94.4984881,Leeds,Property Damage (Crime)
39.062574,-94.553014,Oak Park Northwest,Property Damage (Crime)
39.111277,-94.579037,River Market,Property Damage (Crime)
39.056675,-94.540018,Palestine West And Oak Park Northeast,Property Damage (Crime)
39.0479052,-94.60200920000001,West Plaza,Property Damage (Crime)
39.2435415,-94.67650390000001,Park Forest,Property Damage (Crime)
39.079712799999996,-94.5718932,Longfellow,Property Damage (Crime)
39.0766575,-94.5398515,Ingleside,Property Damage (Crime)
38.958425399999996,-94.4092614,Little Blue,Property Damage (Crime)
39.097474600000005,-94.5181937,West Blue Valley,Property Damage (Crime)
39.1024475,-94.5497628,Independence Plaza,Property Damage (Crime)
39.2947061,-94.575438,Meadowbrook Heights,Property Damage (Crime)
39.0104272,-94.5991101,Armour Fields,Property Damage (Crime)
38.9793355,-94.5771366,Rockhill Manor,Property Damage (Crime)
39.2466777,-94.57124470000001,Gashland,Property Damage (Crime)
39.0695875,-94.5388937,Ingleside,Property Damage (Crime)
39.10952580000001,-94.5624679,Pendleton Heights,Property Damage (Crime)
39.033682,-94.556252,Blue Hills,Property Damage (Crime)
39.1068722,-94.4826534,North Blue Ridge,Property Damage (Crime)
39.1880203,-94.50838359999999,Maple Park,Property Damage (Crime)
39.0093477,-94.5810835,Oak Meyer Gardens,Property Damage (Crime)
39.0401652,-94.58340140000001,Park Central-Research Park,Property Damage (Crime)
38.9941854,-94.5524077,Noble And Gregory Ridge,Property Damage (Crime)
39.164506599999996,-94.5551886,River Forest,Property Damage (Crime)
38.9935811,-94.4181486,Little Blue,Property Damage (Crime)
39.0941792,-94.52565240000001,East Community Team North,Property Damage (Crime)
39.027516999999996,-94.57783640000001,Western 49-63,Property Damage (Crime)
39.2270781,-94.66735809999999,Park Forest,Property Damage (Crime)
38.8832435,-94.6006762,Martin City,Property Damage (Crime)
38.9521237,-94.4935373,Fairwood And Robandee,Property Damage (Crime)
38.9645814,-94.49748790000001,Fairwood And Robandee,Property Damage (Crime)
39.0302624,-94.3914714,Country Valley-Hawthorn Square,Property Damage (Crime)
39.113592700000005,-94.5522708,Pendleton Heights,Property Damage (Crime)
39.110432,-94.5388317,Scarritt Point,Property Damage (Crime)
39.1108445,-94.5272541,South Indian Mound,Property Damage (Crime)
39.1637668,-94.5430535,Chaumiere,Property Damage (Crime)
38.950669700000006,-94.5966597,Lea Manor,Property Damage (Crime)
39.2416675,-94.5663315,Ridgefield,Property Damage (Crime)
39.080485700000004,-94.54576949999999,Washington Wheatley,Property Damage (Crime)
39.025813899999996,-94.5343828,Swope Parkway-Elmwood,Property Damage (Crime)
39.0358217,-94.495932,Eastwood Hills East,Property Damage (Crime)
39.0948285,-94.5539265,18th And Vine And Downtown East,Property Damage (Crime)
39.0445821,-94.60589250000001,West Plaza,Property Damage (Crime)
39.1072727,-94.52597890000001,South Indian Mound,Property Damage (Crime)
38.9696526,-94.5680301,Legacy East,Property Damage (Crime)
39.25444540000001,-94.5779687,Sherrydale,Property Damage (Crime)
39.1051864,-94.5485618,Independence Plaza,Property Damage (Crime)
38.998065000000004,-94.5436897,Noble And Gregory Ridge,Property Damage (Crime)
39.0965925,-94.5099898,East Blue Valley,Property Damage (Crime)
39.0398135,-94.5539405,North Town Fork Creek,Property Damage (Crime)
38.9694569,-94.5634877,Legacy East,Property Damage (Crime)
39.185611200000004,-94.52922740000001,Glenhaven,Property Damage (Crime)
39.04014230000001,-94.5939281,Country Club Plaza,Property Damage (Crime)
39.318296999999994,-94.5821053,Outer Gashland-Nashua,Property Damage (Crime)
39.0196842,-94.570402,Eastern 49-63,Property Damage (Crime)
39.045122,-94.442904,Sterling Acres,Property Damage (Crime)
39.2193984,-94.61136590000001,Barry Harbour,Property Damage (Crime)
39.239802000000005,-94.6469319,The Coves,Property Damage (Crime)
39.046003000000006,-94.5944882,Plaza Westport,Property Damage (Crime)
38.9800612,-94.3948436,Little Blue,Property Damage (Crime)
39.04255,-94.55123090000001,Oak Park Southwest,Property Damage (Crime)
38.937822600000004,-94.53982020000001,Royal Oaks,Property Damage (Crime)
39.0538797,-94.5804257,Southmoreland,Property Damage (Crime)
39.113398499999995,-94.5659153,Columbus Park,Property Damage (Crime)
39.105438899999996,-94.5064377,Sheffield,Property Damage (Crime)
39.069236,-94.533264,Knoches Park,Property Damage (Crime)
39.087398799999995,-94.5827226,Crown Center,Property Damage (Crime)
38.909006700000006,-94.5054515,Kirkside,Property Damage (Crime)
38.9336626,-94.5395181,Royal Oaks,Property Damage (Crime)
39.0462172,-94.6006335,West Plaza,Property Damage (Crime)
39.0919335,-94.5192205,West Blue Valley,Property Damage (Crime)
39.0519604,-94.6011623,Volker,Property Damage (Crime)
38.9287626,-94.5341173,Royal Oaks,Property Damage (Crime)
39.0011199,-94.545086,Self Help Neighborhood Council,Property Damage (Crime)
39.116074,-94.52549880000001,North Indian Mound,Property Damage (Crime)
38.9082291,-94.6014224,Verona Hills,Property Damage (Crime)
39.3041837,-94.4972401,Shoal Creek,Property Damage (Crime)
38.98860699999999,-94.5920454,Tower Homes,Property Damage (Crime)
39.068712700000006,-94.56187840000001,Key Coalition,Property Damage (Crime)
39.2603029,-94.5515468,Gashland,Property Damage (Crime)
39.102802600000004,-94.5284219,Lykins,Property Damage (Crime)
39.035697,-94.40513790000001,Country Valley-Hawthorn Square,Property Damage (Crime)
38.9947903,-94.5659355,East Meyer 6,Property Damage (Crime)
39.2732379,-94.4777949,Shoal Creek,Property Damage (Crime)
39.0027646,-94.54002120000001,Foxtown East,Property Damage (Crime)
38.9579114,-94.495932,Fairwood And Robandee,Property Damage (Crime)
38.9509406,-94.4784946,Robandee South,Property Damage (Crime)
38.956443900000004,-94.4970589,Fairwood And Robandee,Property Damage (Crime)
39.006844,-94.5436495,Swope Park Campus,Property Damage (Crime)
39.080609100000004,-94.548837,Washington Wheatley,Property Damage (Crime)
38.981394,-94.554582,Marlborough East,Property Damage (Crime)
39.0849019,-94.5178314,South Blue Valley,Property Damage (Crime)
39.2223895,-94.5910023,Clayton,Property Damage (Crime)
39.1925196,-94.6507933,Parkdale And Walden,Property Damage (Crime)
39.0349625,-94.5398225,Mount Cleveland,Property Damage (Crime)
38.9652763,-94.59325890000001,Boone Hills,Property Damage (Crime)
39.0013476,-94.5497394,Self Help Neighborhood Council,Property Damage (Crime)
39.2370963,-94.555814,Ridgefield,Property Damage (Crime)
38.9811677,-94.4902705,Park Farms,Property Damage (Crime)
39.0872441,-94.5138505,Central Blue Valley And Park Tower Gardens,Property Damage (Crime)
39.077829,-94.57363690000001,Longfellow,Property Damage (Crime)
39.2093019,-94.5981978,Clayton,Property Damage (Crime)
39.0907886,-94.53252990000001,East Community Team North,Property Damage (Crime)
39.038538,-94.5871453,South Plaza,Property Damage (Crime)
39.210822799999995,-94.5868282,Tanglewood And Regency North,Property Damage (Crime)
39.2443164,-94.60918790000001,Barry Harbour,Property Damage (Crime)
39.0069195,-94.5865056,Armour Hills,Property Damage (Crime)
39.0203596,-94.58687890000002,Morningside,Property Damage (Crime)
39.056828,-94.5445809,Oak Park Northwest,Property Damage (Crime)
39.1693177,-94.4959243,Winnetonka,Property Damage (Crime)
39.1897011,-94.48313459999999,Gracemor-Randolph Corners,Property Damage (Crime)
39.0246501,-94.4324782,Fairway Hills,Property Damage (Crime)
39.0934966,-94.49340240000001,Blue Valley Industrial,Property Damage (Crime)
38.9241701,-94.5396698,Royal Oaks,Property Damage (Crime)
