lat,lng,Type
38.938641499999996,-94.5835782,Crime
39.0120817,-94.5506785,Crime
39.086930200000005,-94.5147311,Crime
39.2116471,-94.589692,Crime
39.076834999999996,-94.549364,Crime
39.09656629999999,-94.5816539,Crime
39.0567456,-94.5907785,Crime
39.070513,-94.5207926,Crime
39.2214999,-94.4747595,Crime
39.1031362,-94.5697155,Crime
38.863645399999996,-94.52752240000001,Crime
39.0311988,-94.4857945,Crime
39.012365100000004,-94.5537489,Crime
38.9418759,-94.5826,Crime
39.17749939999999,-94.53863,Crime
38.9873499,-94.46601590000002,Crime
38.977770899999996,-94.4258254,Crime
39.064861,-94.571629,Crime
39.1943561,-94.7628741,Crime
39.0882266,-94.5648036,Crime
39.1907886,-94.54546020000001,Crime
39.0252753,-94.541495,Crime
39.112266600000005,-94.5614888,Crime
39.1880006,-94.53044190000001,Crime
39.1068722,-94.4826534,Crime
39.1734219,-94.5592671,Crime
39.1269308,-94.49059940000001,Crime
39.1099229,-94.52118270000001,Crime
39.0319333,-94.55750640000001,Crime
38.9664309,-94.4996397,Crime
39.117449900000004,-94.5877107,Crime
39.242810600000006,-94.5883402,Crime
39.22877709999999,-94.6717569,Crime
39.1069632,-94.5532365,Crime
39.0313714,-94.5035979,Crime
38.911542499999996,-94.5183548,Crime
39.1816684,-94.5736868,Crime
39.07425980000001,-94.5262875,Crime
39.2460373,-94.4593315,Crime
39.103496299999996,-94.5807171,Crime
38.868685,-94.551195,Crime
39.0989838,-94.5191169,Crime
39.0777512,-94.5340313,Crime
38.976017799999994,-94.595005,Crime
39.078660799999994,-94.5964912,Crime
39.076964399999994,-94.5457556,Crime
38.9957761,-94.6921139,Crime
39.0657446,-94.5370264,Crime
38.947768599999996,-94.48985490000001,Crime
38.8914185,-94.6079795,Crime
39.0891092,-94.5126898,Crime
39.03535,-94.55266800000001,Crime
39.079047900000006,-94.5595513,Crime
39.18522919999999,-94.5793078,Crime
39.2623862,-94.5605285,Crime
39.0930475,-94.5077259,Crime
39.0132225,-94.5734194,Crime
39.070873999999996,-94.587124,Crime
39.0051954,-94.5862202,Crime
39.051671899999995,-94.4803142,Crime
39.2462824,-94.4675043,Crime
39.0806856,-94.55114470000001,Crime
38.9166355,-94.49832010000002,Crime
38.97424530000001,-94.5652232,Crime
38.98137620000001,-94.5767078,Crime
39.0993554,-94.5821088,Crime
39.0113019,-94.48398320000001,Crime
39.066235999999996,-94.553013,Crime
39.2735134,-94.6652703,Crime
39.1992238,-94.6307038,Crime
38.951608,-94.5335823,Crime
39.06873770000001,-94.573177,Crime
39.0992331,-94.57276350000001,Crime
39.018886200000004,-94.5441538,Crime
39.043704600000005,-94.52767790000001,Crime
39.1068898,-94.5618924,Crime
39.239806200000004,-94.5130749,Crime
39.3038664,-94.49915190000002,Crime
39.101054,-94.5808371,Crime
39.030363,-94.563452,Crime
39.2255495,-94.47203,Crime
39.0495721,-94.5323285,Crime
39.22108529999999,-94.5715238,Crime
39.1030846,-94.5683985,Crime
38.94047460000001,-94.60408220000001,Crime
39.072637,-94.5799907,Crime
38.9852131,-94.6085829,Crime
38.8865954,-94.60383600000002,Crime
39.1009264,-94.57733490000001,Crime
39.006962200000004,-94.5748873,Crime
39.0365152,-94.4388418,Crime
39.021207700000005,-94.5615762,Crime
39.014283,-94.484401,Crime
39.0688908,-94.5207209,Crime
39.1148547,-94.5685802,Crime
39.06855720000001,-94.5829781,Crime
38.8553929,-94.52989190000001,Crime
39.171070799999995,-94.4947563,Crime
39.0944003,-94.5220996,Crime
39.00793000000001,-94.567658,Crime
39.0379166,-94.5875884,Crime
39.06376849999999,-94.5349867,Crime
39.24081210000001,-94.5664524,Crime
39.035818799999994,-94.5641553,Crime
39.1113782,-94.5402153,Crime
39.0851422,-94.5757853,Crime
38.923998100000006,-94.5897545,Crime
39.2036148,-94.573474,Crime
38.920957,-94.553875,Crime
39.2504706,-94.66190440000001,Crime
39.0762589,-94.5361183,Crime
39.2423966,-94.5286385,Crime
39.214603000000004,-94.49502070000001,Crime
38.981635600000004,-94.5587072,Crime
39.166086799999995,-94.50227,Crime
39.0769439,-94.5478272,Crime
39.0129154,-94.56618780000001,Crime
39.069210999999996,-94.524066,Crime
39.050681299999994,-94.5664524,Crime
39.193454200000005,-94.5057979,Crime
39.192549,-94.5551291,Crime
39.0979239,-94.5237901,Crime
39.0900283,-94.5703418,Crime
39.0560419,-94.59312340000001,Crime
39.029683,-94.5553429,Crime
38.9459237,-94.4984288,Crime
38.92544960000001,-94.5497382,Crime
39.0680546,-94.586679,Crime
38.936775899999994,-94.4544368,Crime
39.0595184,-94.59406450000002,Crime
39.004794200000006,-94.54607800000001,Crime
39.0315569,-94.4930366,Crime
39.187232200000004,-94.4861928,Crime
39.1156253,-94.5744713,Crime
39.0477586,-94.5412919,Crime
38.931657,-94.374791,Crime
39.0272138,-94.4291818,Crime
38.9294569,-94.3686553,Crime
39.0294069,-94.5080407,Crime
39.1066531,-94.5747011,Crime
38.8857756,-94.52591600000001,Crime
39.0367329,-94.39443440000001,Crime
39.050855,-94.47508470000001,Crime
39.0541749,-94.5862542,Crime
39.0948002,-94.5648865,Crime
39.102340600000005,-94.5830571,Crime
39.0882421,-94.5196445,Crime
39.00570829999999,-94.4853686,Crime
38.93893370000001,-94.5904443,Crime
39.37236499999999,-94.7809543,Crime
39.24492120000001,-94.46545040000001,Crime
38.951038,-94.48882,Crime
38.920376700000006,-94.4962652,Crime
39.0994475,-94.5345724,Crime
38.9879722,-94.5808013,Crime
39.077807299999996,-94.5178709,Crime
39.06240469999999,-94.56090220000002,Crime
39.0937193,-94.4897543,Crime
39.106784000000005,-94.554047,Crime
38.9174999,-94.531448,Crime
39.074448100000005,-94.5182743,Crime
39.1014254,-94.5930909,Crime
39.0385006,-94.5786491,Crime
39.089960600000005,-94.5631881,Crime
39.026478000000004,-94.556662,Crime
39.0952711,-94.55559240000001,Crime
39.0167816,-94.4629991,Crime
39.1960916,-94.634447,Crime
39.04160359999999,-94.4360762,Crime
38.98451439999999,-94.5806593,Crime
38.9297217,-94.48498559999999,Crime
39.0265137,-94.5551649,Crime
39.0404537,-94.57181209999999,Crime
39.0349394,-94.5884704,Crime
39.089982,-94.5000562,Crime
39.0521464,-94.56304859999999,Crime
39.3057814,-94.5423052,Crime
39.076135799999996,-94.5229383,Crime
39.0984945,-94.5410567,Crime
39.05244750000001,-94.5922962,Crime
39.0114741,-94.5746356,Crime
39.07002429999999,-94.55744190000001,Crime
39.0464619,-94.55520759999999,Crime
39.0668213,-94.5703182,Crime
39.026085200000004,-94.5422137,Crime
39.2583724,-94.480612,Crime
39.056447799999994,-94.5825382,Crime
38.86422340000001,-94.5278683,Crime
39.06387410000001,-94.5807005,Crime
39.1011058,-94.5820149,Crime
39.078544,-94.596804,Crime
39.065219899999995,-94.523,Crime
39.10674279999999,-94.57825270000001,Crime
39.065783,-94.5809387,Crime
38.9315414,-94.6066739,Crime
39.0230681,-94.56259370000001,Crime
38.9730213,-94.5601054,Crime
39.080155600000005,-94.5350817,Crime
39.1058709,-94.6057825,Crime
39.0635155,-94.57868459999999,Crime
39.2466098,-94.4593902,Crime
39.0650474,-94.5727898,Crime
39.0426122,-94.58753359999999,Crime
39.0440076,-94.5947319,Crime
39.196388299999995,-94.5769044,Crime
39.0390281,-94.59428170000001,Crime
39.1762891,-94.5416731,Crime
39.110857200000005,-94.569876,Crime
38.9252235,-94.50881290000001,Crime
39.2512845,-94.6566555,Crime
39.0177086,-94.5580182,Crime
39.170890899999996,-94.4972803,Crime
39.198781200000006,-94.6018882,Crime
39.103331,-94.582238,Crime
38.9706721,-94.60684,Crime
38.9206229,-94.50353940000001,Crime
39.2492771,-94.6520579,Crime
39.0240508,-94.4866497,Crime
39.1002427,-94.5098147,Crime
39.02933400000001,-94.5044855,Crime
39.286948100000004,-94.473416,Crime
39.0831317,-94.5152941,Crime
39.2325899,-94.6010948,Crime
39.04893910000001,-94.4839157,Crime
39.095530600000004,-94.57644309999999,Crime
39.0570492,-94.6122095,Crime
39.3033294,-94.5238956,Crime
39.0888618,-94.57792690000001,Crime
39.02791920000001,-94.5022503,Crime
39.0677205,-94.594669,Crime
38.956463899999996,-94.492775,Crime
38.935720200000006,-94.5086821,Crime
38.9147597,-94.4971234,Crime
39.1089834,-94.5521097,Crime
39.2018024,-94.6332077,Crime
39.0880185,-94.5863444,Crime
39.03977709999999,-94.5539992,Crime
38.9197835,-94.5326883,Crime
39.181631,-94.526875,Crime
39.1943015,-94.57648449999999,Crime
39.058546,-94.543369,Crime
39.1096326,-94.5421062,Crime
39.2509357,-94.6633296,Crime
38.9250694,-94.5245479,Crime
38.94556729999999,-94.4124219,Crime
38.976164000000004,-94.5535894,Crime
39.0075346,-94.5423022,Crime
38.9375416,-94.4656295,Crime
39.0967013,-94.57870190000001,Crime
39.163358,-94.49466109999999,Crime
39.1058309,-94.5547808,Crime
39.0147667,-94.5724575,Crime
39.211203000000005,-94.6438242,Crime
39.246491600000006,-94.4588562,Crime
38.9967256,-94.5722157,Crime
39.2473261,-94.6318796,Crime
39.0162429,-94.53718190000001,Crime
39.099622100000005,-94.573937,Crime
39.042679,-94.5884768,Crime
39.0892094,-94.5867478,Crime
39.0449506,-94.5809284,Crime
39.07054779999999,-94.5725915,Crime
39.2910039,-94.56387480000001,Crime
38.9984049,-94.4964193,Crime
39.013205400000004,-94.5734203,Crime
39.12661670000001,-94.49974959999999,Crime
38.962813399999995,-94.48800370000001,Crime
39.1727328,-94.5364257,Crime
39.0610339,-94.5909395,Crime
39.177566600000006,-94.4957105,Crime
39.11095220000001,-94.5307578,Crime
39.3038825,-94.5911002,Crime
39.055445,-94.55359,Crime
39.1772883,-94.5260716,Crime
38.887308600000004,-94.60565890000001,Crime
38.932941,-94.4728381,Crime
39.035337,-94.5515029,Crime
39.1006888,-94.5698338,Crime
39.0395527,-94.45677510000002,Crime
38.9799999,-94.5594092,Crime
39.046805400000004,-94.57310240000001,Crime
39.1063981,-94.52371070000001,Crime
39.1923175,-94.5933536,Crime
39.0830498,-94.5869461,Crime
39.100752899999996,-94.5229636,Crime
39.063754900000006,-94.58448390000001,Crime
39.0627184,-94.5555178,Crime
39.2900539,-94.570402,Crime
39.047701200000006,-94.6351922,Crime
39.083103,-94.5522146,Crime
39.0583036,-94.5836503,Crime
39.039914700000004,-94.5911771,Crime
39.1763236,-94.4862666,Crime
39.0534602,-94.5280147,Crime
39.0632031,-94.5705162,Crime
39.154699900000004,-94.5344923,Crime
38.9603612,-94.5054376,Crime
39.0718998,-94.6067646,Crime
38.9535746,-94.48716970000001,Crime
38.8852043,-94.6051788,Crime
38.923950700000006,-94.5840418,Crime
39.10970080000001,-94.5444381,Crime
39.1021718,-94.5853471,Crime
39.2464929,-94.6214804,Crime
39.0973655,-94.561745,Crime
39.073854499999996,-94.5342427,Crime
39.0836625,-94.5316389,Crime
39.24644779999999,-94.576833,Crime
39.105639200000006,-94.5212137,Crime
39.0320972,-94.5391958,Crime
39.101788299999996,-94.5282068,Crime
39.052901500000004,-94.4744316,Crime
39.1091974,-94.53309370000001,Crime
38.9726808,-94.4882725,Crime
39.06490489999999,-94.517438,Crime
39.2650139,-94.5795553,Crime
39.1906127,-94.5487464,Crime
39.0612141,-94.5588764,Crime
39.106148600000004,-94.5459573,Crime
39.1271898,-94.4980651,Crime
39.041641,-94.589057,Crime
39.056634,-94.5872978,Crime
39.069021,-94.57632690000001,Crime
39.079866700000004,-94.5199252,Crime
39.107940299999996,-94.5459068,Crime
39.034205299999996,-94.5668768,Crime
38.9575739,-94.54883840000001,Crime
39.10085,-94.577259,Crime
39.1034124,-94.5783893,Crime
39.106386,-94.544268,Crime
38.9184411,-94.5910816,Crime
39.041969200000004,-94.5926089,Crime
39.04933629999999,-94.5865203,Crime
38.9523932,-94.5078691,Crime
39.0487403,-94.5678838,Crime
39.042511100000006,-94.5917395,Crime
39.1054651,-94.5260997,Crime
39.100730299999995,-94.58622340000001,Crime
38.969941,-94.501247,Crime
39.0690149,-94.569737,Crime
39.036666700000005,-94.5425,Crime
39.106537100000004,-94.5571379,Crime
39.2562633,-94.64186690000001,Crime
39.103488299999995,-94.5509417,Crime
39.0439257,-94.44302950000001,Crime
39.1814075,-94.563218,Crime
39.10103370000001,-94.635612,Crime
39.1384416,-94.5245761,Crime
39.13089739999999,-94.5028131,Crime
39.0794408,-94.5708869,Crime
39.04243579999999,-94.5934936,Crime
38.8653612,-94.5277951,Crime
39.0360961,-94.4387376,Crime
39.052443,-94.5922931,Crime
38.9692115,-94.5955963,Crime
39.07313920000001,-94.4939135,Crime
39.237937200000005,-94.5643568,Crime
39.057468,-94.605215,Crime
39.0979258,-94.5201205,Crime
38.9402016,-94.5782824,Crime
39.0098633,-94.4874981,Crime
39.0680348,-94.5529325,Crime
39.1023877,-94.58832290000001,Crime
39.0979466,-94.5765623,Crime
38.920039200000005,-94.4988035,Crime
38.912185,-94.591417,Crime
38.9216354,-94.5253009,Crime
39.099796399999995,-94.5785204,Crime
39.383116799999996,-87.72189759999998,Crime
39.0896104,-94.5195753,Crime
39.084354100000006,-94.4321229,Crime
39.060852600000004,-94.5570804,Crime
39.093618299999996,-94.496411,Crime
39.232493299999994,-94.4931487,Crime
39.0284045,-94.55739090000002,Crime
39.077728,-94.521122,Crime
39.2497059,-94.58598149999999,Crime
39.0705404,-94.5857396,Crime
39.0668345,-94.49611309999999,Crime
38.9837921,-94.56337990000002,Crime
38.8463617,-94.522623,Crime
38.935123700000005,-94.5075247,Crime
39.1572994,-94.4782464,Crime
39.0922821,-94.5001984,Crime
37.942098200000004,-96.7512273,Crime
39.116837200000006,-94.57252740000001,Crime
38.964988500000004,-94.4273787,Crime
38.9499581,-94.4888526,Crime
38.945642,-94.581448,Crime
39.1038641,-94.5865798,Crime
39.103185700000004,-94.54196479999999,Crime
39.063638700000006,-94.5686108,Crime
39.0979615,-94.5932416,Crime
39.297984899999996,-94.7170213,Crime
39.075827000000004,-94.5200769,Crime
39.098698999999996,-94.5856187,Crime
39.0220756,-94.4873604,Crime
39.0718349,-94.5573688,Crime
39.094828,-94.5564325,Crime
38.942018100000006,-94.6069307,Crime
39.099553,-94.538934,Crime
38.9786283,-94.59557740000001,Crime
38.883889200000006,-94.607484,Crime
39.0954524,-94.5920929,Crime
39.3702479,-94.7809279,Crime
39.069354600000004,-94.5367911,Crime
39.04346470000001,-94.5704858,Crime
39.2981244,-94.55298559999999,Crime
38.9541641,-94.50818890000001,Crime
39.0337598,-94.5324703,Crime
38.9163617,-94.5105843,Crime
39.1111539,-94.5554604,Crime
38.996480700000006,-94.566575,Crime
38.943521999999994,-94.5970235,Crime
39.1106839,-94.5710132,Crime
39.082189899999996,-94.5576817,Crime
39.078815899999995,-94.5489135,Crime
39.0137056,-94.58489920000001,Crime
39.0744005,-94.57870340000001,Crime
39.098092,-94.575768,Crime
38.962863,-94.4988903,Crime
39.0115809,-94.5665646,Crime
39.0166152,-94.5689338,Crime
39.262130299999995,-94.60039509999999,Crime
39.290224200000004,-94.47416379999999,Crime
39.054950500000004,-94.59117020000001,Crime
39.04138579999999,-94.5919781,Crime
38.909932500000004,-94.511996,Crime
39.056486299999996,-94.53044150000001,Crime
38.944641299999994,-94.42202900000001,Crime
39.057555,-94.5678024,Crime
38.9940802,-94.5501014,Crime
38.9556477,-94.58375620000001,Crime
39.09037989999999,-94.51576750000001,Crime
39.0311,-94.4804235,Crime
39.104942,-94.53727140000001,Crime
39.0271998,-94.5528037,Crime
39.05647570000001,-94.59115990000001,Crime
39.11903650000001,-94.5113728,Crime
39.084993,-94.572189,Crime
39.2445665,-94.4881411,Crime
39.0624927,-94.5485861,Crime
38.9939566,-94.5894589,Crime
39.099047,-94.5560231,Crime
39.054018299999996,-94.457751,Crime
39.2131307,-94.5351516,Crime
38.9903536,-94.5578489,Crime
39.055135899999996,-94.600171,Crime
39.0753064,-94.5525608,Crime
38.915679600000004,-94.51243620000001,Crime
39.111453600000004,-94.5621672,Crime
39.007563399999995,-94.55529320000001,Crime
38.9538783,-94.5276043,Crime
38.9825445,-94.5784333,Crime
39.1790621,-94.5605083,Crime
39.076493,-94.5340858,Crime
39.0394933,-94.45544780000002,Crime
39.0724434,-94.5204322,Crime
39.094657399999996,-94.57648,Crime
39.20185479999999,-94.49413929999999,Crime
39.00819449999999,-94.568346,Crime
39.031307299999995,-94.40528940000002,Crime
39.0831105,-94.51528509999999,Crime
41.7696159,-94.02820140000001,Crime
39.2674331,-94.6717582,Crime
39.01146370000001,-94.4892773,Crime
39.2449109,-94.4768025,Crime
39.0516956,-94.5529533,Crime
39.23987879999999,-94.59111740000002,Crime
39.018119,-94.569712,Crime
39.2407445,-94.5867677,Crime
39.0805912,-94.5488378,Crime
39.250154200000004,-94.5951742,Crime
39.16988189999999,-94.5437679,Crime
38.924712400000004,-94.48791240000001,Crime
39.057820899999996,-94.57357900000001,Crime
39.106024700000006,-94.5422807,Crime
39.1891628,-94.5765447,Crime
39.101775399999994,-94.5489525,Crime
39.058215999999994,-94.5813721,Crime
39.097989899999995,-94.5630758,Crime
39.0500167,-94.5564184,Crime
39.059424,-94.51835,Crime
39.0635054,-94.5737018,Crime
39.03285,-94.536495,Crime
39.0593691,-94.5016722,Crime
39.0130292,-94.5688097,Crime
39.0311472,-94.5043528,Crime
39.2431476,-94.6573778,Crime
39.164950399999995,-94.5838247,Crime
39.083907700000005,-94.5394532,Crime
39.1029018,-94.537635,Crime
38.9933948,-94.5387326,Crime
38.952042,-94.50834990000001,Crime
39.255769,-94.6310173,Crime
39.04377970000001,-94.52993359999999,Crime
39.21658100000001,-94.4986322,Crime
39.083675,-94.5264486,Crime
39.0989958,-94.5191048,Crime
39.2709889,-94.5587554,Crime
39.073964200000006,-94.5667157,Crime
39.0757515,-94.5743628,Crime
39.2060629,-94.51295959999999,Crime
39.0889485,-94.5838848,Crime
39.24545429999999,-94.6615255,Crime
39.1989102,-94.5925464,Crime
38.9369533,-94.4917061,Crime
38.926575,-94.5054314,Crime
39.1373458,-94.5285755,Crime
39.2251303,-94.47890550000001,Crime
39.085516600000005,-94.5509397,Crime
39.2714873,-94.57184000000001,Crime
39.0903128,-94.5137734,Crime
39.10639949999999,-94.5136239,Crime
38.9999898,-94.543907,Crime
39.1601393,-94.5305298,Crime
38.8923789,-94.59510990000001,Crime
39.0431999,-94.5882507,Crime
39.106092700000005,-94.5443302,Crime
39.2464483,-94.57666400000001,Crime
39.0822898,-94.53380770000001,Crime
38.98075,-94.5785868,Crime
39.043895,-94.5275863,Crime
38.963547999999996,-94.50456700000001,Crime
39.0837285,-94.5817099,Crime
38.9975196,-94.5489949,Crime
39.086251000000004,-94.51076540000001,Crime
39.02924,-94.5232673,Crime
39.244170399999994,-94.5250303,Crime
39.30582769999999,-94.54234220000001,Crime
39.044122200000004,-94.37351170000001,Crime
39.0921409,-94.59693840000001,Crime
39.0775677,-94.5734725,Crime
39.088037899999996,-94.5569717,Crime
39.05167539999999,-94.4571506,Crime
39.112593,-94.5161604,Crime
39.0879491,-94.5444333,Crime
39.05459219999999,-94.5803834,Crime
39.2077672,-94.63400440000001,Crime
39.2770795,-94.5582515,Crime
39.05337900000001,-94.5493676,Crime
39.066235799999994,-94.55300150000001,Crime
39.1693177,-94.4959243,Crime
39.087709600000004,-94.57288270000001,Crime
39.0888444,-94.5767912,Crime
39.1793576,-94.5440901,Crime
39.0206977,-94.5391757,Crime
39.03864859999999,-94.5385203,Crime
39.09544460000001,-94.5009004,Crime
39.0695513,-94.5533965,Crime
39.069272,-94.5344786,Crime
39.007532700000006,-94.5494176,Crime
39.265789399999996,-94.5257416,Crime
39.0529277,-94.5917188,Crime
38.942406899999995,-94.60731240000001,Crime
38.9879217,-94.5921191,Crime
38.9626063,-94.5819905,Crime
39.24813779999999,-94.5722761,Crime
39.204873,-94.594481,Crime
39.240190999999996,-94.4679065,Crime
39.1648226,-94.5205291,Crime
39.1695463,-94.4963948,Crime
39.2226221,-94.620734,Crime
39.246959499999996,-94.6247919,Crime
39.10011739999999,-94.5884263,Crime
39.0226016,-94.5473392,Crime
39.0337874,-94.5359358,Crime
39.0213636,-94.4950644,Crime
38.9254703,-94.5837161,Crime
39.0125039,-94.55615910000002,Crime
38.939154200000004,-94.516223,Crime
39.2723024,-94.4701191,Crime
39.224701399999994,-94.5882339,Crime
39.051831899999996,-94.59360140000001,Crime
39.0400809,-94.5700419,Crime
39.2463555,-94.6185941,Crime
39.12998109999999,-94.4905002,Crime
39.2537591,-94.6462861,Crime
39.026976399999995,-94.53652790000001,Crime
39.0977146,-94.5232375,Crime
38.973068700000006,-94.5673686,Crime
39.0302864,-94.562221,Crime
38.978451899999996,-94.6054875,Crime
38.9590876,-94.5923109,Crime
38.9992479,-94.5856772,Crime
38.9367113,-94.604475,Crime
39.174744,-94.5173225,Crime
39.031420000000004,-94.4729553,Crime
39.111061299999996,-94.5342215,Crime
39.0466475,-94.5636314,Crime
39.041969200000004,-94.5823115,Crime
39.0365727,-94.5874531,Crime
39.1837796,-94.5409582,Crime
39.044342,-94.550275,Crime
39.049718,-94.548441,Crime
39.065745,-94.53703900000001,Crime
38.9686294,-94.6057396,Crime
39.0301732,-94.55611400000001,Crime
39.305796799999996,-94.5405497,Crime
39.103457,-94.58306230000001,Crime
39.0643038,-94.54850040000001,Crime
39.0232326,-94.5685279,Crime
38.9545008,-94.5351723,Crime
39.222544,-94.649827,Crime
39.0847197,-94.563666,Crime
39.0528491,-94.5914503,Crime
39.1769729,-94.6161067,Crime
39.0231619,-94.538384,Crime
39.218882,-94.6125778,Crime
39.0943869,-94.51404659999999,Crime
39.2448435,-94.65964100000001,Crime
39.0955992,-94.579758,Crime
39.0321347,-94.5595013,Crime
39.24699879999999,-94.6696157,Crime
39.285855,-94.67179959999999,Crime
39.2600323,-94.4690778,Crime
38.99190220000001,-94.52185920000001,Crime
39.0741653,-94.5649915,Crime
38.9454261,-94.59644490000001,Crime
