BLOCKGROUP_ID,Total population,Median income,Median home value,Total population age 25+ years with a bachelor's degree or higher,White alone,Black or African American alone,Asian alone,Hispanic or Latino,Total Vacant,Total Renter Occupied,Number of Households,Total civilian labor force,Total employed,Total unemployed,Families considered in poverty calculation,Individuals considered in poverty calculation,Households considered in poverty calculation,Families with income below poverty,Individuals with income below poverty,Households with income below poverty,Total population 25 or older,No schooling completed,High school diploma,Bachelor's degree,Master's degree,Doctorate degree,Boundaries
290370601002,1361,47222,77000,142,1245,36,0,62,0,217,424,693,673,20,303,1361,424,38,166,53,756,0,0,108,32,2,"[[38.83079293886468, -94.55991340397755], [38.83083493883963, -94.5604774041325], [38.82962693860933, -94.56090940413543], [38.82841293837109, -94.5614624041702], [38.82793393825363, -94.56209140429397], [38.82763093814792, -94.56303940451956], [38.82780593800562, -94.56605240534275], [38.82725693791016, -94.56608740530088], [38.82462593745293, -94.56625140509924], [38.82426593739035, -94.56627440507181], [38.82433493765118, -94.56191240391016], [38.82445893767463, -94.56187140391076], [38.82442193772388, -94.56089840364672], [38.82389693767076, -94.5602634034277], [38.82298093767491, -94.55745940259129], [38.82302693775826, -94.55613640224128], [38.82313893783346, -94.55515340198846], [38.82312093785796, -94.55467040185741], [38.82306693793194, -94.55321340146216], [38.82311293799058, -94.5523234012281], [38.82287793795091, -94.55231740120455], [38.82277093807883, -94.54975740050894], [38.82276793810351, -94.54931640039054], [38.82287793812262, -94.54930940039893], [38.82293293813228, -94.5493044004027], [38.82276293811046, -94.54917940035338], [38.82254393835207, -94.54429339902428], [38.82241593838906, -94.54326339873646], [38.82234193850306, -94.54104539813544], [38.82411993881235, -94.54093139827074], [38.82770593943579, -94.54070739854527], [38.82940093972843, -94.54063739868467], [38.82943193969786, -94.54126539885578], [38.8294679396116, -94.54288339929255], [38.82979493966597, -94.54290639932923], [38.82987593958832, -94.54450739976564], [38.83002093947245, -94.54696940043864], [38.83004593945291, -94.54738640055265], [38.83015793938735, -94.54886840096007], [38.83055693910207, -94.5550534026539], [38.83061493906083, -94.55594840289902], [38.83057593901028, -94.55671740310132], [38.8307369389021, -94.55909140375218], [38.83079293886468, -94.55991340397755]]"
290470204002,1813,28675,94500,225,595,714,48,431,29,536,767,1016,1002,14,409,1813,767,127,675,252,1032,14,10,171,42,12,"[[39.17697599734604, -94.56316043756524], [39.17675999733022, -94.56280443744903], [39.17654199731275, -94.5624714373388], [39.17631499729317, -94.56214843723039], [39.17610199727368, -94.56186443713379], [39.17583499724781, -94.56153343701943], [39.17570599723429, -94.56139143696898], [39.17526899718593, -94.56095343680964], [39.17492299714645, -94.56062743668903], [39.17457299710581, -94.56030943657021], [39.17437999708286, -94.5601434365072], [39.17416899705706, -94.55997443644166], [39.17384899701644, -94.55974343634905], [39.173541996976, -94.5595474362671], [39.17329299694227, -94.5594044362049], [39.17294799689409, -94.55923143612546], [39.17287999688434, -94.55920143611091], [39.17263899685051, -94.55908343605618], [39.17241999681922, -94.55898543600895], [39.17181099672683, -94.55880643590267], [39.17085899657648, -94.55862843576386], [39.17071599655316, -94.55861443574642], [39.17046699651172, -94.55860443571991], [39.16956099635772, -94.55862343563841], [39.1693769963251, -94.55865043562805], [39.16714199592653, -94.5590194355134], [39.16738799597477, -94.55890343550578], [39.16788599606826, -94.55874043550965], [39.16813399611532, -94.55865043550921], [39.16846099617943, -94.55849643549914], [39.16870299622769, -94.55836843548792], [39.16905799629988, -94.55815643546498], [39.16920799633095, -94.55805743545275], [39.16940499637213, -94.55792043543482], [39.16963099642017, -94.55774943541053], [39.16995999649158, -94.55747543536846], [39.17014999653371, -94.55730143533992], [39.17038099658575, -94.55707643530162], [39.17059599663512, -94.55685043526152], [39.17085299669576, -94.55655243520613], [39.17092499671305, -94.55646343518912], [39.17109799675535, -94.55623743514501], [39.17125399679436, -94.55601843510115], [39.17140399683271, -94.55579343505508], [39.17161699688901, -94.55544243498126], [39.1718149969435, -94.5550784349025], [39.17193899697892, -94.55482843484724], [39.17206899701725, -94.55454543478373], [39.17235099710557, -94.553842434622], [39.1724739971477, -94.55347343453474], [39.17255699717789, -94.55319443446778], [39.17263199720688, -94.55291243439926], [39.17267799722571, -94.5527214343524], [39.17274799725624, -94.5523984342724], [39.17283399729948, -94.55190243414748], [39.17291899734906, -94.55129443399242], [39.17294599736913, -94.55102643392308], [39.17296299738767, -94.55075643385223], [39.17296699740918, -94.55039643375599], [39.17296499741407, -94.55030643373163], [39.17300799749582, -94.54902043339058], [39.17331299754689, -94.5490274334216], [39.17365099760423, -94.54902243345259], [39.17382299763337, -94.54902043346851], [39.17465899777493, -94.5490124335463], [39.1761249980232, -94.54899743368247], [39.17737099823422, -94.54898443379815], [39.17840399840912, -94.54897443389429], [39.17939699857755, -94.54895943398526], [39.179780998642, -94.5489654340236], [39.18042899875182, -94.54895743408343], [39.18083699882101, -94.54895143412087], [39.18173599897351, -94.54893743420313], [39.18198399901559, -94.54893343422577], [39.18321699922555, -94.5489004343349], [39.18353699928004, -94.54889143436311], [39.18415799938537, -94.54888243442012], [39.1842479994006, -94.54888143442848], [39.18559899962977, -94.54886043455211], [39.18583299966954, -94.54885543457317], [39.18624399973933, -94.54884743461035], [39.18574999961282, -94.54959243476306], [39.18496799941087, -94.55080043501249], [39.18402099916622, -94.55226443531484], [39.18319399895478, -94.55350543556882], [39.18244899876444, -94.55462043579679], [39.18210099867546, -94.5551424359036], [39.18201999865367, -94.55528243593345], [39.18187899861435, -94.55555043599188], [39.18174899857637, -94.5558274360538], [39.18162999853978, -94.55611243611891], [39.18152299850468, -94.55640643618759], [39.18142799847133, -94.55670543625874], [39.18129799842139, -94.55718843637592], [39.18124799840103, -94.55739443642643], [39.18121799838842, -94.55752443645846], [39.18115299835769, -94.55786543654376], [39.18110099832892, -94.5582104366314], [39.18106499831607, -94.55832743665935], [39.18106999830704, -94.55849743670545], [39.18105399829403, -94.5586754367517], [39.1810339982703, -94.559026436844], [39.18104699824623, -94.55947943696684], [39.1810899979443, -94.56481343840251], [39.18110999782517, -94.5669264389715], [39.18111499779998, -94.5673754390925], [39.18115899769906, -94.56924443959828], [39.18113599766914, -94.56969343971657], [39.18115599755233, -94.5717664402748], [39.18115299753659, -94.57202944034509], [39.18115699750541, -94.57257844049282], [39.18118999728017, -94.57655944156424], [39.18119099727042, -94.57673044161025], [39.18058799716844, -94.57673544155386], [39.17978899703331, -94.576741441479], [39.17960499700214, -94.57674344146191], [39.17942099697123, -94.57674144144377], [39.17942199698057, -94.57658344140145], [39.17942199698214, -94.57655644139423], [39.17941999706974, -94.57503944098697], [39.17941999709827, -94.57454744085494], [39.17939599712744, -94.57397444069888], [39.17936899715165, -94.57347844056318], [39.1793349971746, -94.5729834404271], [39.17929399719638, -94.57248844029036], [39.17926299721022, -94.57215944019909], [39.17924999721593, -94.57202344016136], [39.17913099726796, -94.57077943981612], [39.17899699732611, -94.5693864394295], [39.17896599733752, -94.56909943934951], [39.17890999735282, -94.56867243922954], [39.1788429973661, -94.56824843910935], [39.17876399737712, -94.56782843898908], [39.17867299738595, -94.56741143886846], [39.17857199739279, -94.56699943874823], [39.17843699739876, -94.56650343860218], [39.17843199739879, -94.56648843859769], [39.17832299740144, -94.56612543848985], [39.17819899740214, -94.56575243837787], [39.17806499740075, -94.56538643826683], [39.17792199739748, -94.56502643815652], [39.17776799739202, -94.56467243804678], [39.17760499738463, -94.56432543793808], [39.17743299737528, -94.56398643783062], [39.17697599734604, -94.56316043756524]]"
290470212061,1037,63417,149000,167,593,236,0,199,0,31,289,340,321,19,238,938,289,49,217,49,649,0,0,119,21,0,"[[39.24633000880063, -94.56722844530894], [39.24635300863616, -94.57012444608866], [39.24637200849844, -94.57254844674127], [39.24637900841433, -94.57401544713576], [39.24638200835867, -94.57498144739539], [39.24633300829732, -94.57589444763578], [39.24540100813957, -94.57590844754992], [39.24460700800518, -94.57592044747679], [39.24416200792913, -94.5759394474391], [39.24371700785304, -94.57595944740169], [39.24280100769924, -94.57595144731145], [39.24166900750797, -94.5759624472056], [39.24098400739208, -94.57597144714217], [39.24046500730385, -94.57598544709603], [39.23920500708974, -94.57601844698378], [39.23806000689718, -94.57601344687241], [39.23681900668665, -94.57603944676012], [39.2365470066409, -94.57603844673372], [39.23501100638038, -94.57606944659443], [39.23450600629556, -94.57606544654482], [39.23445000628611, -94.57606544653945], [39.23427500669604, -94.56850344449266], [39.23421100678446, -94.56679644402826], [39.23504900692596, -94.56679044410714], [39.23562900702385, -94.56678744416206], [39.23713500727958, -94.56675244429736], [39.23790700740968, -94.56675144437126], [39.23874200755045, -94.56674944445096], [39.23901500759647, -94.56674844447693], [39.23912900761574, -94.56674744448762], [39.23955600768826, -94.56673744452597], [39.240042007771, -94.56672244456865], [39.24031400781687, -94.56672144459453], [39.2406590078751, -94.56671944462715], [39.24146400801162, -94.56670344470021], [39.24227200814887, -94.56668344477251], [39.24313500829429, -94.56668244485519], [39.24448000852145, -94.56667144498154], [39.24499500860871, -94.56666244502863], [39.24540200867835, -94.56664344506267], [39.24577600874238, -94.56662544509378], [39.24632600883567, -94.5666144451437], [39.24633000880399, -94.56717044529337], [39.24633000880063, -94.56722844530894]]"
290470205001,1483,38188,96700,126,1168,286,0,13,158,284,656,687,670,17,303,1471,656,90,450,159,1038,4,5,77,49,0,"[[39.16399099694848, -94.53218842801041], [39.16403799695659, -94.53218542801412], [39.1643699970136, -94.53216942804153], [39.16468699706756, -94.53216142806966], [39.16514199714427, -94.53216342811368], [39.16633699734807, -94.53212842821844], [39.16714699748617, -94.53210542828968], [39.1673529975207, -94.53210942831042], [39.16744999753697, -94.5321114283202], [39.16760199756217, -94.5321194283369], [39.16790499761178, -94.5321464283731], [39.16809099764184, -94.53216942839707], [39.16835699768431, -94.53221142843374], [39.16882299775726, -94.53231042850487], [39.16919499781405, -94.53241442856832], [39.16956199786847, -94.5325444286383], [39.16980399790359, -94.532643428688], [39.17004299793751, -94.53275442874065], [39.17027899797035, -94.53287542879569], [39.1703899979854, -94.5329394288235], [39.17059999801376, -94.53306142887628], [39.17106499807454, -94.53336742900291], [39.17138699811503, -94.53360742909813], [39.17169899815251, -94.53386942919828], [39.17190099817583, -94.53405542926753], [39.17209799819781, -94.5342504293387], [39.17228899821821, -94.53445442941172], [39.17244199823393, -94.53462942947333], [39.17263599825306, -94.53486442955496], [39.17295699828373, -94.53527042969465], [39.1739219983759, -94.53649143011471], [39.17413599839639, -94.53676143020763], [39.17426399840856, -94.53692443026364], [39.17413599836013, -94.5373874303757], [39.17402399831462, -94.5378464304882], [39.17392399827087, -94.5383104306032], [39.17383699822912, -94.53877743072024], [39.17376199818914, -94.53924943083982], [39.17358999808629, -94.54052343116534], [39.17353699805442, -94.54091943126659], [39.1734899980232, -94.54132143137001], [39.17342999798288, -94.54184243150412], [39.17339499795739, -94.54218043159152], [39.17333499791333, -94.54276643174309], [39.17332799790769, -94.54284343176309], [39.1732889978756, -94.54328343187748], [39.1732529978458, -94.54369343198408], [39.17318899778586, -94.5445414322056], [39.17318299778021, -94.54462143222649], [39.17312599771671, -94.54555143247067], [39.17312299771081, -94.54564443249537], [39.17300799749582, -94.54902043339058], [39.17285399747, -94.54901743337503], [39.17254699741866, -94.54900943334353], [39.17246899740555, -94.54900843333581], [39.1719289973125, -94.54904143329301], [39.17151699724256, -94.54904843325552], [39.17041899705649, -94.54906143315404], [39.1697399969413, -94.5490714330918], [39.16949299689944, -94.54907443306898], [39.16743099654953, -94.54910643288048], [39.16654699639951, -94.54912043279973], [39.16613799633012, -94.54912643276225], [39.16609299632223, -94.54913143275931], [39.16600099630682, -94.54912943274996], [39.16591099629267, -94.54911143273652], [39.16582399628, -94.5490764327188], [39.16574099626889, -94.54902643269747], [39.16509099619654, -94.54838143246224], [39.16500599618786, -94.54828343242781], [39.1648619961724, -94.54813043237297], [39.16465999614925, -94.54794143230295], [39.16446599612561, -94.54778443224227], [39.16433899610944, -94.5476934322057], [39.16411499607972, -94.54755343214671], [39.16388299604755, -94.54743243209207], [39.16371299602442, -94.54733643205006], [39.16351499599685, -94.54723543200403], [39.16318599594976, -94.5470894319334], [39.16318999596532, -94.54683243186481], [39.16320599597977, -94.54662943181187], [39.163383996081, -94.54540043149898], [39.16340799609941, -94.54515243143469], [39.16341799611924, -94.54483943135165], [39.16343499620595, -94.54339143096459], [39.16340899626919, -94.54222343064862], [39.16340099627664, -94.54207143060704], [39.16340199628527, -94.54192543056794], [39.16341699629925, -94.54172743051623], [39.16342599630461, -94.54166143049937], [39.16366299638884, -94.54089743031693], [39.16379499643505, -94.5404844302187], [39.16407999652597, -94.53974543004756], [39.16409499653133, -94.53969643003583], [39.16411399654004, -94.53960143001214], [39.1641189965465, -94.53950442998658], [39.16408899658277, -94.53879042979206], [39.16406599658909, -94.53861442974262], [39.16402899659275, -94.53844342969317], [39.16397799659374, -94.53827742964374], [39.16391399659208, -94.53811942959521], [39.16346299656329, -94.53730142933254], [39.16335799655867, -94.53707542926183], [39.1632479965567, -94.5367884291743], [39.16316899655784, -94.53653842909965], [39.16297399658107, -94.53556842882062], [39.16273999660878, -94.53440742848662], [39.16238799666119, -94.53247542793433], [39.16236999666366, -94.53238042790711], [39.16247999668332, -94.53236142791253], [39.16252899669229, -94.53234942791399], [39.16275299673331, -94.53229442792062], [39.16310499679408, -94.53227142794807], [39.16342099684953, -94.53223542796857], [39.16373699690455, -94.53220642799099], [39.16399099694848, -94.53218842801041]]"
290470209021,1257,67250,130600,166,997,6,66,114,30,147,538,797,710,87,339,1257,538,18,144,25,870,0,12,114,52,0,"[[39.20139200470743, -94.50723342488621], [39.20221400484702, -94.50721842496088], [39.20229100485884, -94.50723842497364], [39.20410100516602, -94.5072084251389], [39.20447100522728, -94.50722842517969], [39.20486600529347, -94.50723642521967], [39.2050880053311, -94.50723342524012], [39.20571500543859, -94.50720442529237], [39.20627000552992, -94.50724442535628], [39.2064080055532, -94.50724442536949], [39.20661300558913, -94.50722142538295], [39.20675200561443, -94.5071894253877], [39.20899400598696, -94.50728842562901], [39.20890300599248, -94.5069284255236], [39.20893300601603, -94.50660942544079], [39.20888100602844, -94.50624442533775], [39.20882800603537, -94.50597042525908], [39.20881100603767, -94.50588142523354], [39.20883900606501, -94.50549142513147], [39.2089480061009, -94.50518942506078], [39.20897400612245, -94.50489342498378], [39.20894600613935, -94.50452042488088], [39.20882100613697, -94.50419742478215], [39.2087750061316, -94.50415642476675], [39.20862400610739, -94.50413442474635], [39.20840700607062, -94.50413742472637], [39.20798800599319, -94.5042534247174], [39.20778200595859, -94.50425042469686], [39.20763500594169, -94.50411442464625], [39.20750900594508, -94.50368942452002], [39.20745000595996, -94.50326042439913], [39.20748100597925, -94.5030184243371], [39.2077070060467, -94.5025124242228], [39.20793500612082, -94.50189742407943], [39.20801800615634, -94.50152642398774], [39.20801200617625, -94.50116542389019], [39.20796300618868, -94.50080842378958], [39.20780600617825, -94.50053142370015], [39.2075710061558, -94.50023442359785], [39.20753400616685, -94.49993642351426], [39.20754200618396, -94.49966442344194], [39.20773900624156, -94.49924442334799], [39.20803300630078, -94.49907842333155], [39.20820400633416, -94.49900042332698], [39.20872900642478, -94.49896542336786], [39.20879700643794, -94.49893642336657], [39.20890000647015, -94.49868042330768], [39.20905200652397, -94.49819442319168], [39.20911900654925, -94.49795342313334], [39.209243006614, -94.49719742294212], [39.20920600684068, -94.49317942185914], [39.20927100685176, -94.49317742186481], [39.20985800695134, -94.49316842191863], [39.21227100736095, -94.49312642213846], [39.2127760074464, -94.49312242218576], [39.21324600752587, -94.49311942222998], [39.21631100804911, -94.49301442249542], [39.21655900809106, -94.49301242251865], [39.21655900809054, -94.4930214225211], [39.21656100807922, -94.49322242257527], [39.21656000807035, -94.49337242261548], [39.21656000806646, -94.49343942263347], [39.21655900804769, -94.49376042271963], [39.21658000794634, -94.49556942320764], [39.2165830079197, -94.49603742333368], [39.21659700774637, -94.49906742414905], [39.21659300754731, -94.5024884250677], [39.21660100739045, -94.50521642580131], [39.21660200726203, -94.50743342639696], [39.2166030071926, -94.5086334267194], [39.21663300705823, -94.51103742736804], [39.21660200704193, -94.51122842741638], [39.2165350070186, -94.51143542746556], [39.21635800697239, -94.51171742752435], [39.21610700691459, -94.511984427572], [39.21592400687042, -94.51221342761596], [39.21555700678329, -94.51264842769763], [39.21552800677642, -94.512682427704], [39.21524400670592, -94.51307242778154], [39.21499700664378, -94.51342542785268], [39.21478400658956, -94.51374042791689], [39.21451900652126, -94.51414742800078], [39.21445000650265, -94.5142674280264], [39.21443100649714, -94.51430742803534], [39.21435200647418, -94.51447342807235], [39.21429600645633, -94.51461842810593], [39.21424900643976, -94.51476742814144], [39.21419200641675, -94.51499842819803], [39.21407000635499, -94.51570842837702], [39.21394900629352, -94.5164164285556], [39.21391900627384, -94.5166684286204], [39.21389600625535, -94.51692042868589], [39.21387500622982, -94.51729942878568], [39.21388600622525, -94.51741042881656], [39.21388600621926, -94.51751342884421], [39.21389900621137, -94.5176874288922], [39.21388900620254, -94.51781042892428], [39.21388900619598, -94.51792342895462], [39.21387900618635, -94.51806042899045], [39.21388500618001, -94.51818742902513], [39.21390900611956, -94.5192994293261], [39.2139150060886, -94.51985042947466], [39.21392500607937, -94.52003842952612], [39.213919006042, -94.52066542969396], [39.21392500603768, -94.52075742971923], [39.21393200603229, -94.52087042975025], [39.21394400602916, -94.5209594297753], [39.21225600574138, -94.52101242962776], [39.21188900567925, -94.52101642959366], [39.21097200552404, -94.52102542950819], [39.21060600546232, -94.52102542947313], [39.2087560051499, -94.52103142929745], [39.20821600505806, -94.52104442924922], [39.20675600481071, -94.52106242911415], [39.20599700468269, -94.52106242904144], [39.20398100434277, -94.52105942884755], [39.20358600427618, -94.52105842880943], [39.20235400406827, -94.52105942869173], [39.20178400397182, -94.52106442863847], [39.20171700397673, -94.52078442855685], [39.20161500405304, -94.51917142811389], [39.20161900406148, -94.51903742807829], [39.20162500406637, -94.51897042806088], [39.20164500407735, -94.5188394280276], [39.20167500408991, -94.51871042799586], [39.20175500411574, -94.51849742794631], [39.20180800413505, -94.5183184279033], [39.20184600415219, -94.51813342785725], [39.20186200416214, -94.51800842782521], [39.20187100421463, -94.51712942758999], [39.20187700429662, -94.51573242721538], [39.20186600430583, -94.51554142716303], [39.20184500431323, -94.51535242711026], [39.20181400431885, -94.51516542705707], [39.20177300432254, -94.51498242700399], [39.20172200432438, -94.51480242695075], [39.20169300432453, -94.51471542692462], [39.20163900432191, -94.51460342688937], [39.20094600427767, -94.51334942648622], [39.20059900425303, -94.51276442629586], [39.20056000424964, -94.51270942627735], [39.20046400424015, -94.51259342623702], [39.20035800422824, -94.5124904261992], [39.20024500421435, -94.51240142616449], [39.20012600419842, -94.51232942613375], [39.2000010041807, -94.51227142610621], [39.19988700416378, -94.51223142608454], [39.19977200414587, -94.51220542606654], [39.19965400412649, -94.51219642605284], [39.19953700410639, -94.51220242604325], [39.19935400407365, -94.51223442603433], [39.19915300403863, -94.51225342602017], [39.19903600401901, -94.51225142600845], [39.19893200400099, -94.51225942600063], [39.19875400397085, -94.51226142598412], [39.19857500393913, -94.51228742597397], [39.19839800390636, -94.51233742597046], [39.19822700387322, -94.51241142597397], [39.19794600381509, -94.51259642599675], [39.19772000375932, -94.51290042605676], [39.19754700371742, -94.51311942609902], [39.1970760035965, -94.51383442624598], [39.19703000358127, -94.51396342627622], [39.19696700355847, -94.51417342632656], [39.1969160035374, -94.51438842637944], [39.19687600351796, -94.51460742643442], [39.19684800350035, -94.51482942649137], [39.19679000344004, -94.51570142672001], [39.1967720034315, -94.5157964267438], [39.19674900342223, -94.51588942676658], [39.19672100341223, -94.51598042678835], [39.19668800340155, -94.5160684268088], [39.19665100339037, -94.51615342682808], [39.1966090033786, -94.51623442684583], [39.19656300336638, -94.5163114268621], [39.19647900334544, -94.5164284268855], [39.19640100332717, -94.51651642690166], [39.19598200322672, -94.5170294269993], [39.19594500321717, -94.51708642701108], [39.1958570031934, -94.517240427044], [39.19577900317038, -94.51741042708223], [39.19570900314739, -94.51760342712734], [39.19567200313342, -94.51773642715952], [39.19562900311431, -94.51794142721046], [39.19561000310298, -94.51808142724623], [39.19561200292578, -94.52114442806898], [39.19541200289192, -94.5211464280504], [39.19512500284326, -94.52115042802399], [39.19438900271679, -94.52118942796399], [39.19432800270632, -94.521192427959], [39.1930230024857, -94.52119942783594], [39.19162600225205, -94.52116342769257], [39.19151200223187, -94.52117942768596], [39.19065200208657, -94.52118242760449], [39.18939500187496, -94.52117342748178], [39.18799500163757, -94.52119242735294], [39.18530200117984, -94.52124742711007], [39.18500500112944, -94.521252427083], [39.18409800097542, -94.52126842700054], [39.18366400090164, -94.52127742696145], [39.18396500097683, -94.52085642687719], [39.18413200101801, -94.520632426833], [39.18447700110145, -94.5201974267492], [39.18469200115256, -94.51994142670102], [39.1848330011858, -94.51977842667073], [39.18518900126854, -94.51938742659979], [39.18568100138084, -94.51888242651124], [39.18646600156003, -94.51807642636989], [39.1875000018002, -94.51694342616456], [39.1877130018481, -94.51673742612961], [39.1879080018909, -94.51656642610234], [39.18817400194821, -94.51635242607033], [39.18835000198549, -94.51622142605197], [39.18873000206414, -94.5159714260212], [39.18905300212929, -94.51578742600267], [39.1895410022258, -94.51554342598385], [39.1897910022756, -94.51541242597258], [39.19028300237481, -94.51513342594473], [39.19076900247427, -94.5148324259104], [39.19101700252568, -94.51466742588981], [39.19124500257327, -94.51451042586945], [39.19790600400574, -94.50919042507812], [39.1998520044221, -94.5076724248567], [39.20012000448044, -94.50744642482164], [39.20030100452048, -94.50728242479491], [39.20057200456957, -94.50722442480529], [39.2008590046169, -94.50724342483785], [39.20139200470743, -94.50723342488621]]"
